number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
11	20230621_pNRT21_rep2_1Mm_N7_luc.tif:0393-0243	1475	286.077	421964	286	421964	183.56	background	pNRT2.1:LUC	1mM	plate7
1	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0156-0059	1405	346.957	487475	315	487475	174.471	seedling57	pNRT2.1:LUC	1mM	plate8
2	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0169-0102	1570	392.394	616058	345	616058	195.381	seedling58	pNRT2.1:LUC	1mM	plate8
3	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0173-0147	1734	389.072	674651	356	674651	216.408	seedling59	pNRT2.1:LUC	1mM	plate8
4	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0170-0210	1657	389.958	646161	345	646161	206.158	seedling60	pNRT2.1:LUC	1mM	plate8
5	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0168-0265	1820	413.021	751699	363	751699	227.522	seedling61	pNRT2.1:LUC	1mM	plate8
6	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0168-0306	1755	436.451	765972	367	765972	218.322	seedling62	pNRT2.1:LUC	1mM	plate8
7	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0161-0371	1535	398.715	612028	357	612028	191.694	seedling63	pNRT2.1:LUC	1mM	plate8
8	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0172-0415	1723	391.696	674893	345	674893	214.678	seedling64	pNRT2.1:LUC	1mM	plate8
9	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0367-0431	1288	286.55	369076	287	369076	159.968	background	pNRT2.1:LUC	1mM	plate8
10	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0383-0362	1398	286.283	400223	286	400223	173.443	background	pNRT2.1:LUC	1mM	plate8
11	20230621_pNRT21_rep2_1Mm_N8_luc.tif:0372-0217	1055	285.921	301647	286	301647	130.813	background	pNRT2.1:LUC	1mM	plate8
1	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0170-0076	1625	324.522	527348	300	527348	202.965	seedling97	pNRT2.1:LUC	10mM	plate13
2	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0180-0103	1667	397.93	663350	344	663350	207.388	seedling98	pNRT2.1:LUC	10mM	plate13
3	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0187-0160	1811	358.574	649377	323	649377	225.561	seedling99	pNRT2.1:LUC	10mM	plate13
4	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0147-0194	1386	398.266	551996	336	551996	172.184	seedling100	pNRT2.1:LUC	10mM	plate13
5	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0185-0252	1894	399.037	755776	348	755776	236.425	seedling101	pNRT2.1:LUC	10mM	plate13
6	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0173-0305	1680	384.808	646478	334	646478	208.801	seedling102	pNRT2.1:LUC	10mM	plate13
7	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0186-0358	1787	372.324	665343	331	665343	222.825	seedling103	pNRT2.1:LUC	10mM	plate13
8	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0183-0414	1652	347.158	573505	315	573505	206.542	seedling104	pNRT2.1:LUC	10mM	plate13
9	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0377-0431	1449	284.743	412592	285	412592	180.191	background	pNRT2.1:LUC	10mM	plate13
10	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0364-0336	1615	284.998	460272	285	460272	201.018	background	pNRT2.1:LUC	10mM	plate13
11	20230621_pNRT21_rep2_10Mm_N13_luc.tif:0371-0227	1670	285.086	476093	285	476093	208.328	background	pNRT2.1:LUC	10mM	plate13
1	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0170-0057	1361	304.504	414430	293	414430	169.245	seedling105	pNRT2.1:LUC	10mM	plate14
2	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0176-0100	1541	342.433	527689	312	527689	191.927	seedling106	pNRT2.1:LUC	10mM	plate14
3	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0183-0155	1814	361.213	655241	320	655241	226.691	seedling107	pNRT2.1:LUC	10mM	plate14
4	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0171-0211	1615	358.765	579406	326	579406	201.243	seedling108	pNRT2.1:LUC	10mM	plate14
5	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0176-0264	1703	390.247	664591	340	664591	213.282	seedling109	pNRT2.1:LUC	10mM	plate14
6	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0158-0301	1530	358.261	548140	318	548140	190.741	seedling110	pNRT2.1:LUC	10mM	plate14
7	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0176-0357	1898	382.636	726244	340	726244	236.225	seedling111	pNRT2.1:LUC	10mM	plate14
8	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0154-0414	1458	297.307	433473	290	433473	180.994	seedling112	pNRT2.1:LUC	10mM	plate14
9	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0383-0389	1741	284.847	495918	285	495918	216.722	background	pNRT2.1:LUC	10mM	plate14
10	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0387-0299	1689	284.857	481124	285	481124	210.055	background	pNRT2.1:LUC	10mM	plate14
11	20230621_pNRT21_rep2_10Mm_N14_luc.tif:0383-0189	1543	284.654	439221	285	439221	191.775	background	pNRT2.1:LUC	10mM	plate14
1	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0165-0064	1468	353.953	519603	306	519603	182.597	seedling113	pNRT2.1:LUC	10mM	plate15
2	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0173-0107	1607	327.179	525776	304	525776	200.525	seedling114	pNRT2.1:LUC	10mM	plate15
3	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0161-0165	1545	323.282	499471	299	499471	192.8	seedling115	pNRT2.1:LUC	10mM	plate15
4	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0171-0211	1669	395.939	660822	345	660822	208.344	seedling116	pNRT2.1:LUC	10mM	plate15
5	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0174-0263	1872	357.772	669750	318	669750	233.229	seedling117	pNRT2.1:LUC	10mM	plate15
6	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0185-0315	1936	363.489	703715	324	703715	241.539	seedling118	pNRT2.1:LUC	10mM	plate15
7	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0163-0353	1533	348.523	534285	315	534285	190.664	seedling119	pNRT2.1:LUC	10mM	plate15
8	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0179-0418	1835	352.42	646690	315	646690	228.373	seedling120	pNRT2.1:LUC	10mM	plate15
9	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0396-0445	1714	284.923	488358	285	488358	213.114	background	pNRT2.1:LUC	10mM	plate15
10	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0386-0388	1726	284.996	491903	285	491903	215.042	background	pNRT2.1:LUC	10mM	plate15
11	20230621_pNRT21_rep2_10Mm_N15_luc.tif:0390-0281	1482	284.773	422034	285	422034	184.444	background	pNRT2.1:LUC	10mM	plate15
1	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0174-0060	1755	354.213	621643	319	621643	218.855	seedling121	pNRT2.1:LUC	10mM	plate16
2	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0185-0128	1786	343.849	614115	319	614115	222.789	seedling122	pNRT2.1:LUC	10mM	plate16
3	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0171-0172	1840	370.599	681902	322	681902	228.998	seedling123	pNRT2.1:LUC	10mM	plate16
4	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0169-0222	1830	346.595	634268	315	634268	227.806	seedling124	pNRT2.1:LUC	10mM	plate16
5	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0170-0274	1911	380.27	726696	334	726696	238.201	seedling125	pNRT2.1:LUC	10mM	plate16
6	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0152-0321	1697	351.425	596369	322	596369	211.64	seedling126	pNRT2.1:LUC	10mM	plate16
7	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0165-0362	1777	393.092	698525	331	698525	221.608	seedling127	pNRT2.1:LUC	10mM	plate16
8	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0175-0409	1862	367.402	684103	318	684103	231.357	seedling128	pNRT2.1:LUC	10mM	plate16
9	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0388-0432	1645	284.793	468484	285	468484	204.843	background	pNRT2.1:LUC	10mM	plate16
10	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0399-0379	1747	284.92	497755	285	497755	217.296	background	pNRT2.1:LUC	10mM	plate16
11	20230621_pNRT21_rep2_10Mm_N16_luc.tif:0378-0259	1637	284.913	466402	285	466402	203.775	background	pNRT2.1:LUC	10mM	plate16
