number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
6	20230421_AV_12_rep3_pNRT21_10mM_N13_luc.tif:0219-0350	2085	330.821	689761	292	689761	259.3	seedling102	pNRT2.1:LUC	10mM	plate13
7	20230421_AV_12_rep3_pNRT21_10mM_N13_luc.tif:0225-0445	2169	320.947	696134	289	696134	270.245	seedling104	pNRT2.1:LUC	10mM	plate13
8	20230421_AV_12_rep3_pNRT21_10mM_N13_luc.tif:0384-0463	1543	280.012	432059	280	432059	191.381	background	pNRT2.1:LUC	10mM	plate13
9	20230421_AV_12_rep3_pNRT21_10mM_N13_luc.tif:0386-0391	1701	279.948	476191	280	476191	212.125	background	pNRT2.1:LUC	10mM	plate13
10	20230421_AV_12_rep3_pNRT21_10mM_N13_luc.tif:0387-0225	1750	279.911	489844	280	489844	217.81	background	pNRT2.1:LUC	10mM	plate13
1	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0170-0104	1659	320.784	532181	290	532181	205.53	seedling105	pNRT2.1:LUC	10mM	plate14
2	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0151-0138	1638	292.893	479758	286	479758	204.068	seedling106	pNRT2.1:LUC	10mM	plate14
3	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0162-0186	1626	312.692	508438	291	508438	202.549	seedling107	pNRT2.1:LUC	10mM	plate14
4	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0187-0255	2107	345.606	728191	306	728191	263.409	seedling108	pNRT2.1:LUC	10mM	plate14
5	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0207-0285	2300	325.385	748385	294	748385	288.051	seedling109	pNRT2.1:LUC	10mM	plate14
6	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0174-0357	1846	344.398	635758	306	635758	229.608	seedling110	pNRT2.1:LUC	10mM	plate14
7	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0197-0387	2131	349.256	744265	297	744265	265.611	seedling111	pNRT2.1:LUC	10mM	plate14
8	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0200-0425	2256	327.175	738106	292	738106	281.446	seedling112	pNRT2.1:LUC	10mM	plate14
9	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0391-0455	1270	281.211	357138	281	357138	158.104	background	pNRT2.1:LUC	10mM	plate14
10	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0397-0275	1702	281.209	478617	281	478617	211.628	background	pNRT2.1:LUC	10mM	plate14
11	20230421_AV_12_rep3_pNRT21_10mM_N14_luc.tif:0388-0177	1802	281.156	506644	281	506644	224.623	background	pNRT2.1:LUC	10mM	plate14
1	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0178-0076	1432	284.243	407036	283	407036	178.32	seedling113	pNRT2.1:LUC	10mM	plate15
2	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0192-0107	1859	330.059	613579	294	613579	231.625	seedling114	pNRT2.1:LUC	10mM	plate15
3	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0180-0182	1701	311.849	530455	292	530455	212.326	seedling115	pNRT2.1:LUC	10mM	plate15
4	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0178-0233	1729	319.848	553018	295	553018	215.851	seedling116	pNRT2.1:LUC	10mM	plate15
5	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0203-0334	2177	328.694	715566	294	715566	271.305	seedling118	pNRT2.1:LUC	10mM	plate15
6	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0185-0365	1953	321.683	628247	290	628247	242.526	seedling119	pNRT2.1:LUC	10mM	plate15
7	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0196-0423	2129	314.706	670010	291	670010	265.523	seedling120	pNRT2.1:LUC	10mM	plate15
8	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0389-0452	1554	281.753	437844	282	437844	193.36	background	pNRT2.1:LUC	10mM	plate15
9	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0362-0300	1790	281.826	504468	282	504468	222.776	background	pNRT2.1:LUC	10mM	plate15
10	20230421_AV_12_rep3_pNRT21_10mM_N15_luc.tif:0380-0159	1607	281.667	452639	282	452639	199.995	background	pNRT2.1:LUC	10mM	plate15
1	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0174-0084	1247	297.136	370528	287	370528	155.29	seedling121	pNRT2.1:LUC	10mM	plate16
2	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0200-0102	1681	311.93	524354	291	524354	208.714	seedling122	pNRT2.1:LUC	10mM	plate16
3	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0193-0179	1575	324.383	510904	297	510904	196.711	seedling123	pNRT2.1:LUC	10mM	plate16
4	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0191-0209	1682	307.114	516566	291	516566	209.064	seedling124	pNRT2.1:LUC	10mM	plate16
5	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0156-0274	1046	305.336	319381	287	319381	129.228	seedling125	pNRT2.1:LUC	10mM	plate16
6	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0192-0316	1617	299.554	484379	287	484379	200.796	seedling126	pNRT2.1:LUC	10mM	plate16
7	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0200-0371	1769	311.085	550309	291	550309	221.013	seedling127	pNRT2.1:LUC	10mM	plate16
8	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0195-0437	1614	305.092	492419	289	492419	201.22	seedling128	pNRT2.1:LUC	10mM	plate16
9	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0394-0440	1440	282.655	407023	283	407023	179.066	background	pNRT2.1:LUC	10mM	plate16
10	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0400-0304	1441	282.5	407083	283	407083	178.624	background	pNRT2.1:LUC	10mM	plate16
11	20230421_AV_12_rep3_pNRT21_10mM_N16_luc.tif:0416-0147	1340	282.391	378404	282	378404	166.514	background	pNRT2.1:LUC	10mM	plate16
