number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
1	20230417_pNRT21_low_N1_luc.tif:0199-0048	1741	326.401	568265	302	568265	216.45	seedling1	line3	1mM	plate1
2	20230417_pNRT21_low_N1_luc.tif:0208-0106	1837	349.939	642838	316	642838	228.445	seedling2	line3	1mM	plate1
3	20230417_pNRT21_low_N1_luc.tif:0182-0151	1475	332.02	489730	305	489730	186.861	seedling3	line3	1mM	plate1
4	20230417_pNRT21_low_N1_luc.tif:0160-0207	1191	303.684	361688	290	361688	147.426	seedling4	line3	1mM	plate1
5	20230417_pNRT21_low_N1_luc.tif:0199-0256	1860	369.411	687104	331	687104	231.796	seedling5	line3	1mM	plate1
6	20230417_pNRT21_low_N1_luc.tif:0212-0313	2013	364.49	733719	333	733719	249.753	seedling6	line3	1mM	plate1
7	20230417_pNRT21_low_N1_luc.tif:0199-0377	1750	355.406	621961	326	621961	217.66	seedling7	line3	1mM	plate1
8	20230417_pNRT21_low_N1_luc.tif:0180-0411	1524	348.217	530682	299	530682	191	seedling8	line3	1mM	plate1
9	20230417_pNRT21_low_N1_luc.tif:0269-0442	1498	279.654	418921	280	418921	186.434	background	line3	1mM	plate1
10	20230417_pNRT21_low_N1_luc.tif:0415-0296	1352	278.642	376724	279	376724	169.019	background	line3	1mM	plate1
11	20230417_pNRT21_low_N1_luc.tif:0417-0125	1523	278.834	424664	279	424664	190.02	background	line3	1mM	plate1
1	20230417_pNRT21_low_N2_luc.tif:0191-0076	1811	353.542	640264	311	640264	225.049	seedling9	line3	1mM	plate2
2	20230417_pNRT21_low_N2_luc.tif:0202-0129	1996	350.439	699476	319	699476	248.403	seedling10	line3	1mM	plate2
3	20230417_pNRT21_low_N2_luc.tif:0173-0181	1564	333.345	521352	307	521352	194.318	seedling11	line3	1mM	plate2
4	20230417_pNRT21_low_N2_luc.tif:0189-0247	1824	360.059	656748	330	656748	227.057	seedling12	line3	1mM	plate2
5	20230417_pNRT21_low_N2_luc.tif:0171-0289	1504	336.97	506803	312	506803	187.061	seedling13	line3	1mM	plate2
6	20230417_pNRT21_low_N2_luc.tif:0145-0347	1175	300.07	352582	285	352582	146.176	seedling14	line3	1mM	plate2
7	20230417_pNRT21_low_N2_luc.tif:0172-0398	1526	322.392	491970	297	491970	189.361	seedling15	line3	1mM	plate2
8	20230417_pNRT21_low_N2_luc.tif:0167-0440	1499	317.708	476244	292	476244	186.329	seedling16	line3	1mM	plate2
9	20230417_pNRT21_low_N2_luc.tif:0172-0477	1482	275.472	408250	275	408250	184.419	background	line3	1mM	plate2
10	20230417_pNRT21_low_N2_luc.tif:0322-0383	1456	275.314	400857	275	400857	181.018	background	line3	1mM	plate2
11	20230417_pNRT21_low_N2_luc.tif:0418-0296	1607	275.053	442010	275	442010	200.388	background	line3	1mM	plate2
1	20230417_pNRT21_low_N3_luc.tif:0207-0072	1961	350.374	687084	316	687084	244.506	seedling17	line3	1mM	plate3
2	20230417_pNRT21_low_N3_luc.tif:0192-0110	1805	344.146	621184	312	621184	224.689	seedling18	line3	1mM	plate3
3	20230417_pNRT21_low_N3_luc.tif:0181-0162	1633	384.879	628507	348	628507	203.143	seedling19	line3	1mM	plate3
4	20230417_pNRT21_low_N3_luc.tif:0205-0215	1944	396.685	771156	360	771156	241.948	seedling20	line3	1mM	plate3
5	20230417_pNRT21_low_N3_luc.tif:0191-0269	1809	373.837	676272	338	676272	225.242	seedling21	line3	1mM	plate3
6	20230417_pNRT21_low_N3_luc.tif:0152-0335	1283	343.366	440538	290	440538	161.284	seedling22	line3	1mM	plate3
7	20230417_pNRT21_low_N3_luc.tif:0179-0384	1686	330.388	557034	302	557034	210.084	seedling23	line3	1mM	plate3
8	20230417_pNRT21_low_N3_luc.tif:0176-0422	1626	341.193	554780	306	554780	202.139	seedling24	line3	1mM	plate3
9	20230417_pNRT21_low_N3_luc.tif:0173-0464	1513	276.845	418867	277	418867	187.875	background	line3	1mM	plate3
10	20230417_pNRT21_low_N3_luc.tif:0381-0318	1438	276.046	396954	276	396954	178.665	background	line3	1mM	plate3
11	20230417_pNRT21_low_N3_luc.tif:0417-0118	1513	275.662	417077	276	417077	189.237	background	line3	1mM	plate3
1	20230417_pNRT21_low_N4_luc.tif:0158-0072	1640	340.64	558650	302	558650	204.634	seedling25	line3	1mM	plate4
2	20230417_pNRT21_low_N4_luc.tif:0166-0121	1783	347.012	618723	315	618723	221.593	seedling26	line3	1mM	plate4
3	20230417_pNRT21_low_N4_luc.tif:0177-0173	1894	378.57	717011	340	717011	236.02	seedling27	line3	1mM	plate4
4	20230417_pNRT21_low_N4_luc.tif:0174-0231	1905	382.683	729012	341	729012	237.296	seedling28	line3	1mM	plate4
5	20230417_pNRT21_low_N4_luc.tif:0162-0284	1819	382.31	695421	338	695421	226.93	seedling29	line3	1mM	plate4
6	20230417_pNRT21_low_N4_luc.tif:0173-0349	1857	385.598	716055	351	716055	231.109	seedling30	line3	1mM	plate4
7	20230417_pNRT21_low_N4_luc.tif:0183-0387	1911	380.984	728060	337	728060	237.706	seedling31	line3	1mM	plate4
8	20230417_pNRT21_low_N4_luc.tif:0143-0436	1433	309.085	442919	290	442919	177.93	seedling32	line3	1mM	plate4
9	20230417_pNRT21_low_N4_luc.tif:0353-0053	1482	273.447	405249	273	405249	185.365	background	line3	1mM	plate4
10	20230417_pNRT21_low_N4_luc.tif:0397-0132	1376	274.612	377866	275	377866	171.093	background	line3	1mM	plate4
11	20230417_pNRT21_low_N4_luc.tif:0399-0280	1772	274.631	486646	275	486646	220.903	background	line3	1mM	plate4
1	20230417_pNRT21_medium_N5_luc.tif:0180-0088	1721	342.75	589872	312	589872	214.528	seedling33	line2	1mM	plate1
2	20230417_pNRT21_medium_N5_luc.tif:0166-0136	1576	342.079	539117	306	539117	195.847	seedling34	line2	1mM	plate1
3	20230417_pNRT21_medium_N5_luc.tif:0179-0179	1740	394.203	685914	353	685914	216.899	seedling35	line2	1mM	plate1
4	20230417_pNRT21_medium_N5_luc.tif:0171-0235	1776	356.526	633191	328	633191	221.307	seedling36	line2	1mM	plate1
5	20230417_pNRT21_medium_N5_luc.tif:0162-0282	1721	345.526	594651	309	594651	214.996	seedling37	line2	1mM	plate1
6	20230417_pNRT21_medium_N5_luc.tif:0174-0349	1822	381.575	695230	346	695230	228.26	seedling38	line2	1mM	plate1
7	20230417_pNRT21_medium_N5_luc.tif:0114-0397	1001	375.49	375865	289	375865	124.189	seedling39	line2	1mM	plate1
8	20230417_pNRT21_medium_N5_luc.tif:0173-0437	1853	391.885	726162	328	726162	231.116	seedling40	line2	1mM	plate1
9	20230417_pNRT21_medium_N5_luc.tif:0386-0080	1395	272.87	380654	273	380654	173.477	background	line2	1mM	plate1
10	20230417_pNRT21_medium_N5_luc.tif:0387-0211	1397	273.508	382091	274	382091	173.453	background	line2	1mM	plate1
11	20230417_pNRT21_medium_N5_luc.tif:0394-0326	1588	273.524	434356	274	434356	197.296	background	line2	1mM	plate1
1	20230417_pNRT21_medium_N6_luc.tif:0187-0075	1706	352.062	600617	307	600617	211.996	seedling40	line2	1mM	plate2
2	20230417_pNRT21_medium_N6_luc.tif:0171-0117	1512	342.45	517784	304	517784	189.47	seedling41	line2	1mM	plate2
3	20230417_pNRT21_medium_N6_luc.tif:0155-0180	1333	341.11	454700	312	454700	165.609	seedling42	line2	1mM	plate2
4	20230417_pNRT21_medium_N6_luc.tif:0186-0223	1764	421.4	743350	378	743350	219.903	seedling43	line2	1mM	plate2
5	20230417_pNRT21_medium_N6_luc.tif:0169-0307	1633	384.699	628213	346	628213	203.45	seedling44	line2	1mM	plate2
6	20230417_pNRT21_medium_N6_luc.tif:0121-0340	822	308.01	253184	281	253184	101.687	seedling45	line2	1mM	plate2
7	20230417_pNRT21_medium_N6_luc.tif:0144-0397	1276	332.944	424837	307	424837	158.86	seedling46	line2	1mM	plate2
8	20230417_pNRT21_medium_N6_luc.tif:20230417_pNRT21_medium_N6_l...	1426	311.39	444042	288	444042	176.828	seedling47	line2	1mM	plate2
9	20230417_pNRT21_medium_N6_luc.tif:0381-0049	1186	271.573	322086	272	322086	147.064	background	line2	1mM	plate2
10	20230417_pNRT21_medium_N6_luc.tif:0409-0187	1243	272.725	338997	273	338997	154.767	background	line2	1mM	plate2
11	20230417_pNRT21_medium_N6_luc.tif:0393-0295	1544	272.728	421092	273	421092	192.418	background	line2	1mM	plate2
1	20230417_pNRT21_medium_N7_luc.tif:0161-0068	1690	321.982	544150	296	544150	211.116	seedling48	line2	1mM	plate3
2	20230417_pNRT21_medium_N7_luc.tif:0147-0112	1487	317.41	471989	296	471989	185.266	seedling49	line2	1mM	plate3
