number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
3	20230417_pNRT21_medium_N7_luc.tif:0153-0169	1564	315.978	494189	295	494189	194.793	seedling50	line2	1mM	plate3
4	20230417_pNRT21_medium_N7_luc.tif:0170-0220	1837	375.146	689144	336	689144	228.579	seedling51	line2	1mM	plate3
5	20230417_pNRT21_medium_N7_luc.tif:0120-0281	1023	327.411	334941	305	334941	126.915	seedling52	line2	1mM	plate3
6	20230417_pNRT21_medium_N7_luc.tif:0117-0328	925	401.252	371158	346	371158	114.282	seedling53	line2	1mM	plate3
7	20230417_pNRT21_medium_N7_luc.tif:0135-0383	1233	300.41	370405	285	370405	153.136	seedling54	line2	1mM	plate3
8	20230417_pNRT21_medium_N7_luc.tif:0167-0434	1645	341.967	562535	312	562535	204.688	seedling55	line2	1mM	plate3
9	20230417_pNRT21_medium_N7_luc.tif:0333-0273	1360	274.163	372861	274	372861	168.692	background	line2	1mM	plate3
10	20230417_pNRT21_medium_N7_luc.tif:0342-0327	1510	274.091	413877	274	413877	188.011	background	line2	1mM	plate3
11	20230417_pNRT21_medium_N7_luc.tif:0380-0045	1563	272.473	425875	272	425875	194.597	background	line2	1mM	plate3
1	20230417_pNRT21_medium_N8_luc.tif:0149-0062	1541	321.186	494947	297	494947	192.448	seedling56	line2	1mM	plate4
2	20230417_pNRT21_medium_N8_luc.tif:0167-0110	1812	367.82	666490	325	666490	225.43	seedling57	line2	1mM	plate4
3	20230417_pNRT21_medium_N8_luc.tif:0172-0158	1894	380.003	719726	335	719726	235.888	seedling58	line2	1mM	plate4
4	20230417_pNRT21_medium_N8_luc.tif:0150-0222	1593	325.476	518484	300	518484	197.784	seedling59	line2	1mM	plate4
5	20230417_pNRT21_medium_N8_luc.tif:0141-0287	1475	341.99	504435	312	504435	183.209	seedling60	line2	1mM	plate4
6	20230417_pNRT21_medium_N8_luc.tif:0151-0344	1573	324.737	510811	300	510811	196.125	seedling61	line2	1mM	plate4
7	20230417_pNRT21_medium_N8_luc.tif:0156-0394	1694	328.889	557138	300	557138	211.253	seedling62	line2	1mM	plate4
8	20230417_pNRT21_medium_N8_luc.tif:0177-0439	1819	394.559	717703	326	717703	226.632	seedling63	line2	1mM	plate4
9	20230417_pNRT21_medium_N8_luc.tif:0365-0047	1404	272.284	382287	272	382287	174.187	background	line2	1mM	plate4
10	20230417_pNRT21_medium_N8_luc.tif:0405-0120	1350	272.911	368430	273	368430	167.695	background	line2	1mM	plate4
11	20230417_pNRT21_medium_N8_luc.tif:0392-0243	1591	273.219	434691	273	434691	198.601	background	line2	1mM	plate4
1	20230417_pNRT21_high_N9_luc.tif:0190-0078	1953	339.278	662609	308	662609	243.348	seedling64	line9	1mM	plate1
2	20230417_pNRT21_high_N9_luc.tif:0174-0124	1776	348.308	618595	317	618595	221.513	seedling65	line9	1mM	plate1
3	20230417_pNRT21_high_N9_luc.tif:0190-0154	2035	355.215	722863	322	722863	254.033	seedling66	line9	1mM	plate1
4	20230417_pNRT21_high_N9_luc.tif:0184-0226	1952	350.899	684954	323	684954	242.615	seedling67	line9	1mM	plate1
5	20230417_pNRT21_high_N9_luc.tif:0170-0277	1605	334.954	537601	308	537601	200.844	seedling68	line9	1mM	plate1
6	20230417_pNRT21_high_N9_luc.tif:0164-0338	1528	320.28	489388	295	489388	191.231	seedling69	line9	1mM	plate1
7	20230417_pNRT21_high_N9_luc.tif:0180-0389	1882	331.177	623276	306	623276	234.249	seedling70	line9	1mM	plate1
8	20230417_pNRT21_high_N9_luc.tif:0189-0431	1941	337.583	655248	305	655248	241.602	seedling71	line9	1mM	plate1
9	20230417_pNRT21_high_N9_luc.tif:0185-0477	1780	274.28	488218	274	488218	220.843	background	line9	1mM	plate1
10	20230417_pNRT21_high_N9_luc.tif:0393-0259	1470	272.95	401236	273	401236	183.268	background	line9	1mM	plate1
11	20230417_pNRT21_high_N9_luc.tif:0410-0064	1310	272.573	357070	273	357070	163.202	background	line9	1mM	plate1
1	20230417_pNRT21_high_N10_luc.tif:0164-0075	1660	319.25	529955	296	529955	206.842	seedling72	line9	1mM	plate2
2	20230417_pNRT21_high_N10_luc.tif:0132-0120	1207	288.441	348148	281	348148	150.536	seedling73	line9	1mM	plate2
3	20230417_pNRT21_high_N10_luc.tif:0159-0168	1590	323.819	514873	301	514873	197.957	seedling74	line9	1mM	plate2
4	20230417_pNRT21_high_N10_luc.tif:0162-0223	1786	343.188	612934	316	612934	222.325	seedling75	line9	1mM	plate2
5	20230417_pNRT21_high_N10_luc.tif:0181-0275	2021	382.55	773133	338	773133	251.763	seedling76	line9	1mM	plate2
6	20230417_pNRT21_high_N10_luc.tif:0152-0339	1518	333.87	506815	307	506815	189.156	seedling77	line9	1mM	plate2
7	20230417_pNRT21_high_N10_luc.tif:0151-0387	1561	317.1	494993	295	494993	195.087	seedling78	line9	1mM	plate2
8	20230417_pNRT21_high_N10_luc.tif:0169-0432	1727	350.741	605730	314	605730	214.887	seedling79	line9	1mM	plate2
9	20230417_pNRT21_high_N10_luc.tif:0164-0473	1498	274.761	411592	275	411592	186.687	background	line9	1mM	plate2
10	20230417_pNRT21_high_N10_luc.tif:0398-0075	1572	273.345	429698	273	429698	195.515	background	line9	1mM	plate2
11	20230417_pNRT21_high_N10_luc.tif:0403-0239	1571	274.076	430573	274	430573	195.794	background	line9	1mM	plate2
1	20230417_pNRT21_high_N11_luc.tif:0176-0080	1795	345.404	620001	308	620001	223.497	seedling80	line9	1mM	plate3
2	20230417_pNRT21_high_N11_luc.tif:0158-0122	1579	330.147	521302	300	521302	196.476	seedling81	line9	1mM	plate3
3	20230417_pNRT21_high_N11_luc.tif:0163-0175	1765	366.209	646359	333	646359	219.226	seedling82	line9	1mM	plate3
4	20230417_pNRT21_high_N11_luc.tif:0179-0215	1865	384.505	717101	337	717101	232.112	seedling83	line9	1mM	plate3
5	20230417_pNRT21_high_N11_luc.tif:0180-0278	1848	371.357	686268	336	686268	230.312	seedling84	line9	1mM	plate3
6	20230417_pNRT21_high_N11_luc.tif:0169-0321	1666	333.364	555385	309	555385	207.403	seedling85	line9	1mM	plate3
7	20230417_pNRT21_high_N11_luc.tif:0185-0394	1907	337.963	644496	310	644496	237.53	seedling86	line9	1mM	plate3
8	20230417_pNRT21_high_N11_luc.tif:0184-0446	1862	341.712	636268	306	636268	231.836	seedling87	line9	1mM	plate3
9	20230417_pNRT21_high_N11_luc.tif:0182-0474	1808	273.566	494608	274	494608	225.278	background	line9	1mM	plate3
10	20230417_pNRT21_high_N11_luc.tif:0396-0021	1295	269.041	348408	269	348408	161.22	background	line9	1mM	plate3
11	20230417_pNRT21_high_N11_luc.tif:0410-0140	1389	272.182	378061	272	378061	173.361	background	line9	1mM	plate3
1	20230417_pNRT21_high_N12_luc.tif:0167-0075	1352	318.723	430914	293	430914	169.123	seedling88	line9	1mM	plate4
2	20230417_pNRT21_high_N12_luc.tif:0173-0114	1682	314.599	529155	291	529155	209.307	seedling89	line9	1mM	plate4
3	20230417_pNRT21_high_N12_luc.tif:0192-0173	1944	345.943	672513	314	672513	242.011	seedling90	line9	1mM	plate4
4	20230417_pNRT21_high_N12_luc.tif:0157-0229	1374	330.951	454726	304	454726	171.071	seedling91	line9	1mM	plate4
5	20230417_pNRT21_high_N12_luc.tif:0144-0280	1218	324.915	395747	282	395747	151.348	seedling92	line9	1mM	plate4
6	20230417_pNRT21_high_N12_luc.tif:0182-0328	1829	336.293	615080	309	615080	227.966	seedling93	line9	1mM	plate4
7	20230417_pNRT21_high_N12_luc.tif:0167-0393	1609	323.039	519769	300	519769	200.047	seedling94	line9	1mM	plate4
8	20230417_pNRT21_high_N12_luc.tif:0184-0442	1783	326.275	581749	297	581749	221.887	seedling95	line9	1mM	plate4
9	20230417_pNRT21_high_N12_luc.tif:0181-0472	1669	271.645	453376	272	453376	207.397	background	line9	1mM	plate4
10	20230417_pNRT21_high_N12_luc.tif:0394-0024	1352	268.494	363004	269	363004	168.594	background	line9	1mM	plate4
11	20230417_pNRT21_high_N12_luc.tif:0403-0133	1303	270.721	352749	271	352749	161.994	background	line9	1mM	plate4
