Position	Slice	MeanBack	...1	sample	Area	Mean	IntDen	Median	RawIntDen	length	seedling	genotype	RawIntDen_NormBack	root_length_mm	RawIntDen_NormBack_NormLen
Pos3	35	303.71593320914604	548	MMStack_Pos3.ome.tif:0061-0231-0296:35	1192	357.44	426068	310	426068	148.032	seedling9	p35S:luc	64038.60761469789	46.26	1384.319230754386
Pos3	35	303.71593320914604	549	MMStack_Pos3.ome.tif:0061-0220-0364:35	1031	346.208	356940	308	356940	128.294	seedling10	p35S:luc	43808.872861370444	40.091875	1092.7119986623336
Pos3	35	303.71593320914604	550	MMStack_Pos3.ome.tif:0061-0375-0130:35	847	332.571	281688	306	281688	104.926	seedling11	p35S:luc	24440.6045718533	32.789375	745.3818370082778
Pos3	35	303.71593320914604	551	MMStack_Pos3.ome.tif:0061-0383-0167:35	887	336.008	298039	305	298039	109.797	seedling12	p35S:luc	28642.96724348748	34.311562499999994	834.7905241414607
Pos3	35	303.71593320914604	552	MMStack_Pos3.ome.tif:0061-0376-0198:35	959	339.548	325627	307	325627	119.505	seedling13	p35S:luc	34363.42005242896	37.3453125	920.1535012574594
Pos3	35	303.71593320914604	553	MMStack_Pos3.ome.tif:0061-0387-0234:35	1160	346.583	402036	307	402036	144.622	seedling14	p35S:luc	49725.51747739059	45.194375	1100.2589919075235
Pos3	35	303.71593320914604	554	MMStack_Pos3.ome.tif:0061-0379-0297:35	1050	343.264	360427	307	360427	134.646	seedling15	p35S:luc	41525.270130396646	42.076874999999994	986.8905457070339
Pos3	35	303.71593320914604	555	MMStack_Pos3.ome.tif:0061-0369-0335:35	928	342.278	317634	307	317634	115.468	seedling16	p35S:luc	35785.613981912495	36.08375	991.7376653455501
Pos3	35	303.71593320914604	556	MMStack_Pos3.ome.tif:0061-0372-0368:35	1098	347.912	382007	308	382007	137.173	seedling17	p35S:luc	48526.90533635765	42.8665625	1132.0456436495847
Pos3	35	303.71593320914604	557	MMStack_Pos3.ome.tif:0061-0365-0407:35	914	338.255	309165	307	309165	113.021	seedling18	p35S:luc	31568.637046840508	35.3190625	893.8129953715647
Pos3	36	304.52198235869537	561	MMStack_Pos3.ome.tif:0061-0236-0160:36	1128	356.145	401732	308	401732	140.354	seedling6	p35S:luc	58231.203899391636	43.860625	1327.6419088736568
Pos3	36	304.52198235869537	562	MMStack_Pos3.ome.tif:0061-0228-0225:36	1090	364.976	397824	310	397824	135.41	seedling7	p35S:luc	65895.03922902205	42.315625	1557.2271289629316
Pos3	36	304.52198235869537	563	MMStack_Pos3.ome.tif:0061-0221-0255:36	1010	357.323	360896	311	360896	126.616	seedling8	p35S:luc	53328.797817717656	39.567499999999995	1347.792956788214
Pos3	36	304.52198235869537	564	MMStack_Pos3.ome.tif:0061-0231-0296:36	1192	358.067	426816	311	426816	148.032	seedling9	p35S:luc	63825.7970284351	46.26	1379.7189154439063
Pos3	36	304.52198235869537	565	MMStack_Pos3.ome.tif:0061-0220-0364:36	1031	347.961	358748	309	358748	128.294	seedling10	p35S:luc	44785.83618818509	40.091875	1117.08011132393
Pos3	36	304.52198235869537	566	MMStack_Pos3.ome.tif:0061-0375-0130:36	847	331.831	281061	307	281061	104.926	seedling11	p35S:luc	23130.88094218503	32.789375	705.438299515774
Pos3	36	304.52198235869537	567	MMStack_Pos3.ome.tif:0061-0383-0167:36	887	336.895	298826	306	298826	109.797	seedling12	p35S:luc	28715.001647837227	34.311562499999994	836.8899448352792
Pos3	36	304.52198235869537	568	MMStack_Pos3.ome.tif:0061-0376-0198:36	959	341.884	327867	308	327867	119.505	seedling13	p35S:luc	35830.41891801113	37.3453125	959.4355092894491
Pos3	36	304.52198235869537	569	MMStack_Pos3.ome.tif:0061-0387-0234:36	1160	348.563	404333	310	404333	144.622	seedling14	p35S:luc	51087.50046391337	45.194375	1130.395109212449
Pos3	36	304.52198235869537	570	MMStack_Pos3.ome.tif:0061-0379-0297:36	1050	346.513	363839	309	363839	134.646	seedling15	p35S:luc	44090.91852336988	42.076874999999994	1047.8658057037242
Pos3	36	304.52198235869537	571	MMStack_Pos3.ome.tif:0061-0369-0335:36	928	343.092	318389	309	318389	115.468	seedling16	p35S:luc	35792.600371130684	36.08375	991.9312812867477
Pos3	36	304.52198235869537	572	MMStack_Pos3.ome.tif:0061-0372-0368:36	1098	350.478	384825	309	384825	137.173	seedling17	p35S:luc	50459.86337015248	42.8665625	1177.1380868282238
Pos3	36	304.52198235869537	573	MMStack_Pos3.ome.tif:0061-0365-0407:36	914	340.078	310831	308	310831	113.021	seedling18	p35S:luc	32497.908124152455	35.3190625	920.1237468902934
Pos3	37	303.8383392954823	577	MMStack_Pos3.ome.tif:0061-0236-0160:37	1128	355.019	400461	307	400461	140.354	seedling6	p35S:luc	57731.35327469598	43.860625	1316.245568199176
Pos3	37	303.8383392954823	578	MMStack_Pos3.ome.tif:0061-0228-0225:37	1090	360.019	392421	310	392421	135.41	seedling7	p35S:luc	61237.21016792429	42.315625	1447.153626300552
Pos3	37	303.8383392954823	579	MMStack_Pos3.ome.tif:0061-0221-0255:37	1010	354.443	357987	310	357987	126.616	seedling8	p35S:luc	51110.27731156291	39.567499999999995	1291.7236952438975
Pos3	37	303.8383392954823	580	MMStack_Pos3.ome.tif:0061-0231-0296:37	1192	362.078	431597	310	431597	148.032	seedling9	p35S:luc	69421.69955978513	46.26	1500.685247725576
Pos3	37	303.8383392954823	581	MMStack_Pos3.ome.tif:0061-0220-0364:37	1031	345.261	355964	309	355964	128.294	seedling10	p35S:luc	42706.672186357784	40.091875	1065.2201271793294
Pos3	37	303.8383392954823	582	MMStack_Pos3.ome.tif:0061-0375-0130:37	847	331.503	280783	306	280783	104.926	seedling11	p35S:luc	23431.9266167265	32.789375	714.6194953922269
Pos3	37	303.8383392954823	583	MMStack_Pos3.ome.tif:0061-0383-0167:37	887	334.421	296631	306	296631	109.797	seedling12	p35S:luc	27126.393044907192	34.311562499999994	790.5904327413593
Pos3	37	303.8383392954823	584	MMStack_Pos3.ome.tif:0061-0376-0198:37	959	341.389	327392	308	327392	119.505	seedling13	p35S:luc	36011.03261563252	37.3453125	964.2718243590148
Pos3	37	303.8383392954823	585	MMStack_Pos3.ome.tif:0061-0387-0234:37	1160	347.918	403585	310	403585	144.622	seedling14	p35S:luc	51132.52641724056	45.194375	1131.3913826054804
Pos3	37	303.8383392954823	586	MMStack_Pos3.ome.tif:0061-0379-0297:37	1050	342.07	359174	310	359174	134.646	seedling15	p35S:luc	40143.7437397436	42.076874999999994	954.0571570427605
Pos3	37	303.8383392954823	587	MMStack_Pos3.ome.tif:0061-0369-0335:37	928	341.407	316826	309	316826	115.468	seedling16	p35S:luc	34864.02113379241	36.08375	966.1972808755302
Pos3	37	303.8383392954823	588	MMStack_Pos3.ome.tif:0061-0372-0368:37	1098	349.132	383347	309	383347	137.173	seedling17	p35S:luc	49732.503453560465	42.8665625	1160.170084866508
Pos3	37	303.8383392954823	589	MMStack_Pos3.ome.tif:0061-0365-0407:37	914	340.894	311577	307	311577	113.021	seedling18	p35S:luc	33868.75788392918	35.3190625	958.9370579677527
Pos3	38	304.55686243439476	593	MMStack_Pos3.ome.tif:0061-0236-0160:38	1128	352.846	398010	309	398010	140.354	seedling6	p35S:luc	54469.85917400272	43.860625	1241.8851572225137
Pos3	38	304.55686243439476	594	MMStack_Pos3.ome.tif:0061-0228-0225:38	1090	357.032	389165	311	389165	135.41	seedling7	p35S:luc	57198.01994650974	42.315625	1351.6997550316164
Pos3	38	304.55686243439476	595	MMStack_Pos3.ome.tif:0061-0221-0255:38	1010	351.815	355333	311	355333	126.616	seedling8	p35S:luc	47730.56894126127	39.567499999999995	1206.307422537721
Pos3	38	304.55686243439476	596	MMStack_Pos3.ome.tif:0061-0231-0296:38	1192	356.508	424957	311	424957	148.032	seedling9	p35S:luc	61925.219978201436	46.26	1338.6342407739178
Pos3	38	304.55686243439476	597	MMStack_Pos3.ome.tif:0061-0220-0364:38	1031	347.213	357977	309	357977	128.294	seedling10	p35S:luc	43978.874830138986	40.091875	1096.9523084200723
Pos3	38	304.55686243439476	598	MMStack_Pos3.ome.tif:0061-0375-0130:38	847	330.967	280329	307	280329	104.926	seedling11	p35S:luc	22369.337518067652	32.789375	682.21298875223
Pos3	38	304.55686243439476	599	MMStack_Pos3.ome.tif:0061-0383-0167:38	887	335.603	297680	307	297680	109.797	seedling12	p35S:luc	27538.063020691858	34.311562499999994	802.5884283378778
Pos3	38	304.55686243439476	600	MMStack_Pos3.ome.tif:0061-0376-0198:38	959	340.829	326855	309	326855	119.505	seedling13	p35S:luc	34784.96892541542	37.3453125	931.4413669832171
Pos3	38	304.55686243439476	601	MMStack_Pos3.ome.tif:0061-0387-0234:38	1160	349.947	405938	311	405938	144.622	seedling14	p35S:luc	52652.039576102106	45.194375	1165.0131144882987
Pos3	38	304.55686243439476	602	MMStack_Pos3.ome.tif:0061-0379-0297:38	1050	342.219	359330	310	359330	134.646	seedling15	p35S:luc	39545.294443885505	42.076874999999994	939.8343970146431
Pos3	38	304.55686243439476	603	MMStack_Pos3.ome.tif:0061-0369-0335:38	928	340.599	316076	309	316076	115.468	seedling16	p35S:luc	33447.23166088166	36.08375	926.9333608863175
Pos3	38	304.55686243439476	604	MMStack_Pos3.ome.tif:0061-0372-0368:38	1098	347.913	382009	310	382009	137.173	seedling17	p35S:luc	47605.56504703453	42.8665625	1110.552427595157
Pos3	38	304.55686243439476	605	MMStack_Pos3.ome.tif:0061-0365-0407:38	914	340.211	310953	308	310953	113.021	seedling18	p35S:luc	32588.027734963165	35.3190625	922.6753324769921
Pos3	39	304.3840827670054	609	MMStack_Pos3.ome.tif:0061-0236-0160:39	1128	364.746	411433	309	411433	140.354	seedling6	p35S:luc	68087.75463881792	43.860625	1552.3662656156387
Pos3	39	304.3840827670054	610	MMStack_Pos3.ome.tif:0061-0228-0225:39	1090	367.294	400351	313	400351	135.41	seedling7	p35S:luc	68572.3497839641	42.315625	1620.4971516777575
Pos3	39	304.3840827670054	611	MMStack_Pos3.ome.tif:0061-0221-0255:39	1010	359.722	363319	311	363319	126.616	seedling8	p35S:luc	55891.076405324566	39.567499999999995	1412.5501081777866
Pos3	39	304.3840827670054	612	MMStack_Pos3.ome.tif:0061-0231-0296:39	1192	362.148	431681	313	431681	148.032	seedling9	p35S:luc	68855.17334172956	46.26	1488.438680106562
Pos3	39	304.3840827670054	613	MMStack_Pos3.ome.tif:0061-0220-0364:39	1031	350.066	360918	310	360918	128.294	seedling10	p35S:luc	47098.01066721743	40.091875	1174.7520081616892
Pos3	39	304.3840827670054	614	MMStack_Pos3.ome.tif:0061-0375-0130:39	847	335.341	284034	307	284034	104.926	seedling11	p35S:luc	26220.681896346417	32.789375	799.6700728924055
Pos3	39	304.3840827670054	615	MMStack_Pos3.ome.tif:0061-0383-0167:39	887	339.698	301312	307	301312	109.797	seedling12	p35S:luc	31323.318585666188	34.311562499999994	912.9085446244599
Pos3	39	304.3840827670054	616	MMStack_Pos3.ome.tif:0061-0376-0198:39	959	352.094	337658	310	337658	119.505	seedling13	p35S:luc	45753.66462644184	37.3453125	1225.1514731987272
Pos3	39	304.3840827670054	617	MMStack_Pos3.ome.tif:0061-0387-0234:39	1160	354.195	410866	313	410866	144.622	seedling14	p35S:luc	57780.46399027377	45.194375	1278.4879532081984
Pos3	39	304.3840827670054	618	MMStack_Pos3.ome.tif:0061-0379-0297:39	1050	350.223	367734	312	367734	134.646	seedling15	p35S:luc	48130.71309464431	42.076874999999994	1143.875658414374
Pos3	39	304.3840827670054	619	MMStack_Pos3.ome.tif:0061-0369-0335:39	928	344.433	319634	310	319634	115.468	seedling16	p35S:luc	37165.57119221898	36.08375	1029.9808415760274
Pos3	39	304.3840827670054	620	MMStack_Pos3.ome.tif:0061-0372-0368:39	1098	350.481	384828	311	384828	137.173	seedling17	p35S:luc	50614.277121828054	42.8665625	1180.7402826347004
Pos3	39	304.3840827670054	621	MMStack_Pos3.ome.tif:0061-0365-0407:39	914	344.433	314812	308	314812	113.021	seedling18	p35S:luc	36604.94835095707	35.3190625	1036.4077005429313
Pos3	40	305.2727418413121	625	MMStack_Pos3.ome.tif:0061-0236-0160:40	1128	368.897	416116	311	416116	140.354	seedling6	p35S:luc	71768.34720299998	43.860625	1636.2819089559255
Pos3	40	305.2727418413121	626	MMStack_Pos3.ome.tif:0061-0228-0225:40	1090	386.261	421025	319	421025	135.41	seedling7	p35S:luc	88277.71139296982	42.315625	2086.1729300458123
Pos3	40	305.2727418413121	627	MMStack_Pos3.ome.tif:0061-0221-0255:40	1010	377.616	381392	314	381392	126.616	seedling8	p35S:luc	73066.53074027476	39.567499999999995	1846.6299548941622
Pos3	40	305.2727418413121	628	MMStack_Pos3.ome.tif:0061-0231-0296:40	1192	376.175	448401	315	448401	148.032	seedling9	p35S:luc	84515.89172515599	46.26	1826.9756101417206
Pos3	40	305.2727418413121	629	MMStack_Pos3.ome.tif:0061-0220-0364:40	1031	358.53	369644	312	369644	128.294	seedling10	p35S:luc	54907.80316160724	40.091875	1369.5493952729134
Pos3	40	305.2727418413121	630	MMStack_Pos3.ome.tif:0061-0375-0130:40	847	339.506	287562	308	287562	104.926	seedling11	p35S:luc	28995.98766040866	32.789375	884.3104713160486
Pos3	40	305.2727418413121	631	MMStack_Pos3.ome.tif:0061-0383-0167:40	887	348.935	309505	308	309505	109.797	seedling12	p35S:luc	38728.077986756165	34.311562499999994	1128.7179937304275
Pos3	40	305.2727418413121	632	MMStack_Pos3.ome.tif:0061-0376-0198:40	959	364.982	350018	313	350018	119.505	seedling13	p35S:luc	57261.44057418167	37.3453125	1533.2965971079147
Pos3	40	305.2727418413121	633	MMStack_Pos3.ome.tif:0061-0387-0234:40	1160	364.804	423173	318	423173	144.622	seedling14	p35S:luc	69056.61946407799	45.194375	1527.9914693825942
Pos3	40	305.2727418413121	634	MMStack_Pos3.ome.tif:0061-0379-0297:40	1050	357.038	374890	315	374890	134.646	seedling15	p35S:luc	54353.62106662232	42.076874999999994	1291.7694355063757
Pos3	40	305.2727418413121	635	MMStack_Pos3.ome.tif:0061-0369-0335:40	928	354.928	329373	314	329373	115.468	seedling16	p35S:luc	46079.8955712624	36.08375	1277.026239547231
Pos3	40	305.2727418413121	636	MMStack_Pos3.ome.tif:0061-0372-0368:40	1098	360.692	396040	314	396040	137.173	seedling17	p35S:luc	60850.529458239325	42.8665625	1419.5336856842516
Pos3	40	305.2727418413121	637	MMStack_Pos3.ome.tif:0061-0365-0407:40	914	353.184	322810	310	322810	113.021	seedling18	p35S:luc	43790.713957040745	35.3190625	1239.8605981413223
Pos3	41	305.5777531953409	641	MMStack_Pos3.ome.tif:0061-0236-0160:41	1128	367.658	414718	312	414718	140.354	seedling6	p35S:luc	70026.29439565545	43.860625	1596.5639886721963
Pos3	41	305.5777531953409	642	MMStack_Pos3.ome.tif:0061-0228-0225:41	1090	381.685	416037	322	416037	135.41	seedling7	p35S:luc	82957.24901707843	42.315625	1960.4401215172513
Pos3	41	305.5777531953409	643	MMStack_Pos3.ome.tif:0061-0221-0255:41	1010	377.738	381515	316	381515	126.616	seedling8	p35S:luc	72881.46927270567	39.567499999999995	1841.9528469755653
Pos3	41	305.5777531953409	644	MMStack_Pos3.ome.tif:0061-0231-0296:41	1192	370.841	442042	318	442042	148.032	seedling9	p35S:luc	77793.31819115364	46.26	1681.654089735271
Pos3	41	305.5777531953409	645	MMStack_Pos3.ome.tif:0061-0220-0364:41	1031	358.914	370040	314	370040	128.294	seedling10	p35S:luc	54989.33645560354	40.091875	1371.5830565570589
Pos3	41	305.5777531953409	646	MMStack_Pos3.ome.tif:0061-0375-0130:41	847	338.221	286473	309	286473	104.926	seedling11	p35S:luc	27648.643043546268	32.789375	843.219580841241
Pos3	41	305.5777531953409	647	MMStack_Pos3.ome.tif:0061-0383-0167:41	887	350.34	310752	310	310752	109.797	seedling12	p35S:luc	39704.53291573259	34.311562499999994	1157.1764741326658
Pos3	41	305.5777531953409	648	MMStack_Pos3.ome.tif:0061-0376-0198:41	959	362.508	347645	316	347645	119.505	seedling13	p35S:luc	54595.93468566809	37.3453125	1461.92201995011
Pos3	41	305.5777531953409	649	MMStack_Pos3.ome.tif:0061-0387-0234:41	1160	367.749	426589	320	426589	144.622	seedling14	p35S:luc	72118.80629340454	45.194375	1595.747397622039
Pos3	41	305.5777531953409	650	MMStack_Pos3.ome.tif:0061-0379-0297:41	1050	364.197	382407	319	382407	134.646	seedling15	p35S:luc	61550.35914489208	42.076874999999994	1462.8072817882053
Pos3	41	305.5777531953409	651	MMStack_Pos3.ome.tif:0061-0369-0335:41	928	353.575	328118	316	328118	115.468	seedling16	p35S:luc	44541.845034723636	36.08375	1234.4017746138811
Pos3	41	305.5777531953409	652	MMStack_Pos3.ome.tif:0061-0372-0368:41	1098	359.872	395139	316	395139	137.173	seedling17	p35S:luc	59614.62699151569	42.8665625	1390.7022983593724
Pos3	41	305.5777531953409	653	MMStack_Pos3.ome.tif:0061-0365-0407:41	914	353.476	323077	311	323077	113.021	seedling18	p35S:luc	43778.93357945839	35.3190625	1239.5270565139826
Pos3	42	305.4034982359854	657	MMStack_Pos3.ome.tif:0061-0236-0160:42	1128	372.985	420727	313	420727	140.354	seedling6	p35S:luc	76231.85398980847	43.860625	1738.0475994085464
Pos3	42	305.4034982359854	658	MMStack_Pos3.ome.tif:0061-0228-0225:42	1090	385.394	420079	324	420079	135.41	seedling7	p35S:luc	87189.18692277593	42.315625	2060.4489930794107
Pos3	42	305.4034982359854	659	MMStack_Pos3.ome.tif:0061-0221-0255:42	1010	381.55	385365	318	385365	126.616	seedling8	p35S:luc	76907.46678165474	39.567499999999995	1943.7029577722817
Pos3	42	305.4034982359854	660	MMStack_Pos3.ome.tif:0061-0231-0296:42	1192	373.433	445132	318	445132	148.032	seedling9	p35S:luc	81091.03010270541	46.26	1752.9405556140382
Pos3	42	305.4034982359854	661	MMStack_Pos3.ome.tif:0061-0220-0364:42	1031	356.552	367605	313	367605	128.294	seedling10	p35S:luc	52733.99331869907	40.091875	1315.328687388631
Pos3	42	305.4034982359854	662	MMStack_Pos3.ome.tif:0061-0375-0130:42	847	339.615	287654	309	287654	104.926	seedling11	p35S:luc	28977.23699412035	32.789375	883.7386194192585
Pos3	42	305.4034982359854	663	MMStack_Pos3.ome.tif:0061-0383-0167:42	887	349.785	310259	309	310259	109.797	seedling12	p35S:luc	39366.097064680944	34.311562499999994	1147.3128647137812
Pos3	42	305.4034982359854	664	MMStack_Pos3.ome.tif:0061-0376-0198:42	959	361.541	346718	316	346718	119.505	seedling13	p35S:luc	53836.04519168998	37.3453125	1441.5743660383075
Pos3	42	305.4034982359854	665	MMStack_Pos3.ome.tif:0061-0387-0234:42	1160	366.071	424642	322	424642	144.622	seedling14	p35S:luc	70373.94204625691	45.194375	1557.139401667949
Pos3	42	305.4034982359854	666	MMStack_Pos3.ome.tif:0061-0379-0297:42	1050	365.043	383295	320	383295	134.646	seedling15	p35S:luc	62621.32685221534	42.076874999999994	1488.2599254867512
Pos3	42	305.4034982359854	667	MMStack_Pos3.ome.tif:0061-0369-0335:42	928	356.355	330697	317	330697	115.468	seedling16	p35S:luc	47282.55363700556	36.08375	1310.3558703573094
Pos3	42	305.4034982359854	668	MMStack_Pos3.ome.tif:0061-0372-0368:42	1098	358.874	394044	316	394044	137.173	seedling17	p35S:luc	58710.958936888026	42.8665625	1369.62134383619
Pos3	42	305.4034982359854	669	MMStack_Pos3.ome.tif:0061-0365-0407:42	914	355.498	324925	312	324925	113.021	seedling18	p35S:luc	45786.20261230931	35.3190625	1296.359511589791
Pos3	43	304.7141745048506	673	MMStack_Pos3.ome.tif:0061-0236-0160:43	1128	370.842	418310	312	418310	140.354	seedling6	p35S:luc	74592.41115852853	43.860625	1700.6691345262072
Pos3	43	304.7141745048506	674	MMStack_Pos3.ome.tif:0061-0228-0225:43	1090	380.677	414938	321	414938	135.41	seedling7	p35S:luc	82799.54978971288	42.315625	1956.7133839973505
Pos3	43	304.7141745048506	675	MMStack_Pos3.ome.tif:0061-0221-0255:43	1010	373.846	377584	316	377584	126.616	seedling8	p35S:luc	69822.6837501009	39.567499999999995	1764.6473431503357
Pos3	43	304.7141745048506	676	MMStack_Pos3.ome.tif:0061-0231-0296:43	1192	369.644	440616	316	440616	148.032	seedling9	p35S:luc	77396.70399021811	46.26	1673.0805013017318
Pos3	43	304.7141745048506	677	MMStack_Pos3.ome.tif:0061-0220-0364:43	1031	354.155	365134	313	365134	128.294	seedling10	p35S:luc	50973.68608549907	40.091875	1271.4218550641262
Pos3	43	304.7141745048506	678	MMStack_Pos3.ome.tif:0061-0375-0130:43	847	336.205	284766	308	284766	104.926	seedling11	p35S:luc	26673.094194391568	32.789375	813.4676002330501
Pos3	43	304.7141745048506	679	MMStack_Pos3.ome.tif:0061-0383-0167:43	887	345.555	306507	309	306507	109.797	seedling12	p35S:luc	36225.52721419756	34.311562499999994	1055.7819164952796
Pos3	43	304.7141745048506	680	MMStack_Pos3.ome.tif:0061-0376-0198:43	959	357.302	342653	313	342653	119.505	seedling13	p35S:luc	50432.10664984828	37.3453125	1350.4266874148739
Pos3	43	304.7141745048506	681	MMStack_Pos3.ome.tif:0061-0387-0234:43	1160	362.484	420481	320	420481	144.622	seedling14	p35S:luc	67012.55757437332	45.194375	1482.7632326893186
Pos3	43	304.7141745048506	682	MMStack_Pos3.ome.tif:0061-0379-0297:43	1050	359.418	377389	317	377389	134.646	seedling15	p35S:luc	57439.11676990689	42.076874999999994	1365.099398895638
Pos3	43	304.7141745048506	683	MMStack_Pos3.ome.tif:0061-0369-0335:43	928	358.078	332296	315	332296	115.468	seedling16	p35S:luc	49521.24605949869	36.08375	1372.3974381681141
Pos3	43	304.7141745048506	684	MMStack_Pos3.ome.tif:0061-0372-0368:43	1098	353.777	388447	315	388447	137.173	seedling17	p35S:luc	53870.83639367408	42.8665625	1256.7099681406476
Pos3	43	304.7141745048506	685	MMStack_Pos3.ome.tif:0061-0365-0407:43	914	348.765	318771	310	318771	113.021	seedling18	p35S:luc	40262.24450256658	35.3190625	1139.9579052407346
Pos3	44	304.72421336191087	689	MMStack_Pos3.ome.tif:0061-0236-0160:44	1128	367.261	414270	314	414270	140.354	seedling6	p35S:luc	70541.08732776454	43.860625	1608.3010063756399
Pos3	44	304.72421336191087	690	MMStack_Pos3.ome.tif:0061-0228-0225:44	1090	373.943	407598	320	407598	135.41	seedling7	p35S:luc	75448.60743551713	42.315625	1782.9964093763742
Pos3	44	304.72421336191087	691	MMStack_Pos3.ome.tif:0061-0221-0255:44	1010	377.126	380897	317	380897	126.616	seedling8	p35S:luc	73125.54450447002	39.567499999999995	1848.1214255252423
Pos3	44	304.72421336191087	692	MMStack_Pos3.ome.tif:0061-0231-0296:44	1192	364.134	434048	316	434048	148.032	seedling9	p35S:luc	70816.73767260223	46.26	1530.8417136316955
Pos3	44	304.72421336191087	693	MMStack_Pos3.ome.tif:0061-0220-0364:44	1031	353.26	364211	311	364211	128.294	seedling10	p35S:luc	50040.336023869866	40.091875	1248.1415754157135
Pos3	44	304.72421336191087	694	MMStack_Pos3.ome.tif:0061-0375-0130:44	847	336.355	284893	308	284893	104.926	seedling11	p35S:luc	26791.59128246148	32.789375	817.0814869896568
Pos3	44	304.72421336191087	695	MMStack_Pos3.ome.tif:0061-0383-0167:44	887	343.336	304539	308	304539	109.797	seedling12	p35S:luc	34248.622747985064	34.311562499999994	998.1656401682397
Pos3	44	304.72421336191087	696	MMStack_Pos3.ome.tif:0061-0376-0198:44	959	355.722	341137	314	341137	119.505	seedling13	p35S:luc	48906.479385927494	37.3453125	1309.5747795905443
Pos3	44	304.72421336191087	697	MMStack_Pos3.ome.tif:0061-0387-0234:44	1160	360.081	417694	319	417694	144.622	seedling14	p35S:luc	64213.91250018339	45.194375	1420.8385999404436
Pos3	44	304.72421336191087	698	MMStack_Pos3.ome.tif:0061-0379-0297:44	1050	355.234	372996	317	372996	134.646	seedling15	p35S:luc	53035.5759699936	42.076874999999994	1260.4447447676096
Pos3	44	304.72421336191087	699	MMStack_Pos3.ome.tif:0061-0369-0335:44	928	352.153	326798	314	326798	115.468	seedling16	p35S:luc	44013.930000146735	36.08375	1219.771503797325
Pos3	44	304.72421336191087	700	MMStack_Pos3.ome.tif:0061-0372-0368:44	1098	352.13	386639	315	386639	137.173	seedling17	p35S:luc	52051.81372862187	42.8665625	1214.2754327133619
Pos3	44	304.72421336191087	701	MMStack_Pos3.ome.tif:0061-0365-0407:44	914	343.386	313855	310	313855	113.021	seedling18	p35S:luc	35337.06898721348	35.3190625	1000.5098234760189
Pos3	45	305.79194804250926	705	MMStack_Pos3.ome.tif:0061-0236-0160:45	1128	382.074	430980	315	430980	140.354	seedling6	p35S:luc	86046.68260804954	43.860625	1961.8207129526663
Pos3	45	305.79194804250926	706	MMStack_Pos3.ome.tif:0061-0228-0225:45	1090	387.074	421911	324	421911	135.41	seedling7	p35S:luc	88597.77663366491	42.315625	2093.736690257202
Pos3	45	305.79194804250926	707	MMStack_Pos3.ome.tif:0061-0221-0255:45	1010	383.73	387567	320	387567	126.616	seedling8	p35S:luc	78717.13247706566	39.567499999999995	1989.4391224380026
Pos3	45	305.79194804250926	708	MMStack_Pos3.ome.tif:0061-0231-0296:45	1192	378.142	450745	319	450745	148.032	seedling9	p35S:luc	86240.99793332897	46.26	1864.2671407982916
Pos3	45	305.79194804250926	709	MMStack_Pos3.ome.tif:0061-0220-0364:45	1031	358.587	369703	314	369703	128.294	seedling10	p35S:luc	54431.50156817294	40.091875	1357.669142891744
Pos3	45	305.79194804250926	710	MMStack_Pos3.ome.tif:0061-0375-0130:45	847	344.031	291394	310	291394	104.926	seedling11	p35S:luc	32388.22000799465	32.789375	987.7657017858575
Pos3	45	305.79194804250926	711	MMStack_Pos3.ome.tif:0061-0383-0167:45	887	350.516	310908	311	310908	109.797	seedling12	p35S:luc	39670.54208629427	34.311562499999994	1156.1858217997003
Pos3	45	305.79194804250926	712	MMStack_Pos3.ome.tif:0061-0376-0198:45	959	364.121	349192	318	349192	119.505	seedling13	p35S:luc	55937.521827233606	37.3453125	1497.8458629107363
Pos3	45	305.79194804250926	713	MMStack_Pos3.ome.tif:0061-0387-0234:45	1160	367.287	426053	321	426053	144.622	seedling14	p35S:luc	71334.34027068928	45.194375	1578.389794541672
Pos3	45	305.79194804250926	714	MMStack_Pos3.ome.tif:0061-0379-0297:45	1050	368.01	386411	319	386411	134.646	seedling15	p35S:luc	65329.45455536526	42.076874999999994	1552.6213521171728
Pos3	45	305.79194804250926	715	MMStack_Pos3.ome.tif:0061-0369-0335:45	928	360.478	334524	318	334524	115.468	seedling16	p35S:luc	50749.0722165514	36.08375	1406.424559990339
Pos3	45	305.79194804250926	716	MMStack_Pos3.ome.tif:0061-0372-0368:45	1098	366.495	402411	318	402411	137.173	seedling17	p35S:luc	66651.44104932481	42.8665625	1554.8585461996122
Pos3	45	305.79194804250926	717	MMStack_Pos3.ome.tif:0061-0365-0407:45	914	352.204	321914	311	321914	113.021	seedling18	p35S:luc	42420.15948914655	35.3190625	1201.0556477581065
Pos3	46	305.34898808924277	721	MMStack_Pos3.ome.tif:0061-0236-0160:46	1128	386.165	435594	319	435594	140.354	seedling6	p35S:luc	91160.34143533418	43.860625	2078.409540113352
Pos3	46	305.34898808924277	722	MMStack_Pos3.ome.tif:0061-0228-0225:46	1090	401.216	437325	329	437325	135.41	seedling7	p35S:luc	104494.60298272537	42.315625	2469.4094198709195
Pos3	46	305.34898808924277	723	MMStack_Pos3.ome.tif:0061-0221-0255:46	1010	394.89	398839	325	398839	126.616	seedling8	p35S:luc	90436.52202986483	39.567499999999995	2285.6263860457407
