Position	Slice	MeanBack	...1	sample	Area	Mean	IntDen	Median	RawIntDen	length	seedling	genotype	RawIntDen_NormBack	root_length_mm	RawIntDen_NormBack_NormLen
Pos0	51	302.4082382218367	405	MMStack_Pos0.ome.tif:0061-0362-0335:51	780	328.141	255950	310	255950	96.425	seedling5	pNRT2.1:luc	20071.574186967366	30.132812499999996	666.1035768555414
Pos0	52	302.700038264962	409	MMStack_Pos0.ome.tif:0061-0223-0091:52	883	383.613	338730	310	338730	109.848	seedling1	pNRT2.1:luc	71445.86621203856	34.3275	2081.301178706243
Pos0	52	302.700038264962	410	MMStack_Pos0.ome.tif:0061-0210-0188:52	738	347.641	256559	317	256559	91.347	seedling2	pNRT2.1:luc	33166.371760458045	28.545937499999997	1161.859608235254
Pos0	52	302.700038264962	411	MMStack_Pos0.ome.tif:0061-0389-0194:52	1128	332.386	374931	315	374931	139.719	seedling3	pNRT2.1:luc	33485.35683712282	43.662187499999995	766.918900641953
Pos0	52	302.700038264962	412	MMStack_Pos0.ome.tif:0061-0387-0232:52	1130	421.835	476674	355	476674	140.119	seedling4	pNRT2.1:luc	134622.95676059293	43.787187499999995	3074.482844110345
Pos0	52	302.700038264962	413	MMStack_Pos0.ome.tif:0061-0362-0335:52	780	321.503	250772	309	250772	96.425	seedling5	pNRT2.1:luc	14665.970153329632	30.132812499999996	486.7109617905608
Pos0	53	302.82409025979604	417	MMStack_Pos0.ome.tif:0061-0223-0091:53	883	385.923	340770	310	340770	109.848	seedling1	pNRT2.1:luc	73376.32830060011	34.3275	2137.5377845925314
Pos0	53	302.82409025979604	418	MMStack_Pos0.ome.tif:0061-0210-0188:53	738	353.481	260869	318	260869	91.347	seedling2	pNRT2.1:luc	37384.82138827053	28.545937499999997	1309.6371905203862
Pos0	53	302.82409025979604	419	MMStack_Pos0.ome.tif:0061-0389-0194:53	1128	329.49	371665	313	371665	139.719	seedling3	pNRT2.1:luc	30079.426186950062	43.662187499999995	688.9124871938692
Pos0	53	302.82409025979604	420	MMStack_Pos0.ome.tif:0061-0387-0232:53	1130	401.401	453583	346	453583	140.119	seedling4	pNRT2.1:luc	111391.77800643048	43.787187499999995	2543.935437881926
Pos0	53	302.82409025979604	421	MMStack_Pos0.ome.tif:0061-0362-0335:53	780	320.591	250061	308	250061	96.425	seedling5	pNRT2.1:luc	13858.209597359091	30.132812499999996	459.90428531552084
Pos0	54	303.67928052706793	425	MMStack_Pos0.ome.tif:0061-0223-0091:54	883	374.965	331094	310	331094	109.848	seedling1	pNRT2.1:luc	62945.19529459899	34.3275	1833.6667480765855
Pos0	54	303.67928052706793	426	MMStack_Pos0.ome.tif:0061-0210-0188:54	738	344.374	254148	317	254148	91.347	seedling2	pNRT2.1:luc	30032.69097102387	28.545937499999997	1052.0828391438843
Pos0	54	303.67928052706793	427	MMStack_Pos0.ome.tif:0061-0389-0194:54	1128	334.723	377568	313	377568	139.719	seedling3	pNRT2.1:luc	35017.77156546735	43.662187499999995	802.0159678318306
Pos0	54	303.67928052706793	428	MMStack_Pos0.ome.tif:0061-0387-0232:54	1130	389.938	440630	339	440630	140.119	seedling4	pNRT2.1:luc	97472.41300441325	43.787187499999995	2226.0487272541372
Pos0	54	303.67928052706793	429	MMStack_Pos0.ome.tif:0061-0362-0335:54	780	322.308	251400	309	251400	96.425	seedling5	pNRT2.1:luc	14530.161188887025	30.132812499999996	482.20394922933355
Pos0	55	302.98525015461473	433	MMStack_Pos0.ome.tif:0061-0223-0091:55	883	367.377	324394	309	324394	109.848	seedling1	pNRT2.1:luc	56858.02411347517	34.3275	1656.3403718148763
Pos0	55	302.98525015461473	434	MMStack_Pos0.ome.tif:0061-0210-0188:55	738	337.379	248986	315	248986	91.347	seedling2	pNRT2.1:luc	25382.885385894333	28.545937499999997	889.1943165606082
Pos0	55	302.98525015461473	435	MMStack_Pos0.ome.tif:0061-0389-0194:55	1128	333.042	375671	312	375671	139.719	seedling3	pNRT2.1:luc	33903.637825594575	43.662187499999995	776.4988372512161
Pos0	55	302.98525015461473	436	MMStack_Pos0.ome.tif:0061-0387-0232:55	1130	386.233	436443	338	436443	140.119	seedling4	pNRT2.1:luc	94069.66732528538	43.787187499999995	2148.337737501076
Pos0	55	302.98525015461473	437	MMStack_Pos0.ome.tif:0061-0362-0335:55	780	323.541	252362	307	252362	96.425	seedling5	pNRT2.1:luc	16033.504879400512	30.132812499999996	532.0945357955057
Pos0	56	303.20231201307683	441	MMStack_Pos0.ome.tif:0061-0223-0091:56	883	371.024	327614	310	327614	109.848	seedling1	pNRT2.1:luc	59886.358492453175	34.3275	1744.559274414192
Pos0	56	303.20231201307683	442	MMStack_Pos0.ome.tif:0061-0210-0188:56	738	340.447	251250	315	251250	91.347	seedling2	pNRT2.1:luc	27486.693734349305	28.545937499999997	962.8933621237455
Pos0	56	303.20231201307683	443	MMStack_Pos0.ome.tif:0061-0389-0194:56	1128	343.738	387737	317	387737	139.719	seedling3	pNRT2.1:luc	45724.79204924934	43.662187499999995	1047.2400643978121
Pos0	56	303.20231201307683	444	MMStack_Pos0.ome.tif:0061-0387-0232:56	1130	394.321	445583	342	445583	140.119	seedling4	pNRT2.1:luc	102964.38742522319	43.787187499999995	2351.472960560054
Pos0	56	303.20231201307683	445	MMStack_Pos0.ome.tif:0061-0362-0335:56	780	332.231	259140	310	259140	96.425	seedling5	pNRT2.1:luc	22642.196629800077	30.132812499999996	751.4133182821909
Pos0	57	303.39265531548307	449	MMStack_Pos0.ome.tif:0061-0223-0091:57	883	387.017	341736	313	341736	109.848	seedling1	pNRT2.1:luc	73840.28535642847	34.3275	2151.0533932394865
Pos0	57	303.39265531548307	450	MMStack_Pos0.ome.tif:0061-0210-0188:57	738	354.673	261749	319	261749	91.347	seedling2	pNRT2.1:luc	37845.22037717351	28.545937499999997	1325.7655446479384
Pos0	57	303.39265531548307	451	MMStack_Pos0.ome.tif:0061-0389-0194:57	1128	353.634	398899	322	398899	139.719	seedling3	pNRT2.1:luc	56672.084804135084	43.662187499999995	1297.967143861839
Pos0	57	303.39265531548307	452	MMStack_Pos0.ome.tif:0061-0387-0232:57	1130	424.608	479807	355	479807	140.119	seedling4	pNRT2.1:luc	136973.2994935041	43.787187499999995	3128.1593386993427
Pos0	57	303.39265531548307	453	MMStack_Pos0.ome.tif:0061-0362-0335:57	780	337.709	263413	312	263413	96.425	seedling5	pNRT2.1:luc	26766.72885392321	30.132812499999996	888.2917535136561
Pos0	58	302.51854128939743	457	MMStack_Pos0.ome.tif:0061-0223-0091:58	883	400.358	353516	315	353516	109.848	seedling1	pNRT2.1:luc	86392.12804146204	34.3275	2516.70316922182
Pos0	58	302.51854128939743	458	MMStack_Pos0.ome.tif:0061-0210-0188:58	738	356.434	263048	322	263048	91.347	seedling2	pNRT2.1:luc	39789.31652842471	28.545937499999997	1393.8696715924889
Pos0	58	302.51854128939743	459	MMStack_Pos0.ome.tif:0061-0389-0194:58	1128	346.34	390672	320	390672	139.719	seedling3	pNRT2.1:luc	49431.08542555972	43.662187499999995	1132.1257192063438
Pos0	58	302.51854128939743	460	MMStack_Pos0.ome.tif:0061-0387-0232:58	1130	426.488	481932	359	481932	140.119	seedling4	pNRT2.1:luc	140086.0483429809	43.787187499999995	3199.247458928047
Pos0	58	302.51854128939743	461	MMStack_Pos0.ome.tif:0061-0362-0335:58	780	324.576	253169	309	253169	96.425	seedling5	pNRT2.1:luc	17204.53779427	30.132812499999996	570.9569192809334
Pos0	59	302.713739659656	465	MMStack_Pos0.ome.tif:0061-0223-0091:59	883	421.336	372040	317	372040	109.848	seedling1	pNRT2.1:luc	104743.76788052375	34.3275	3051.307781822846
Pos0	59	302.713739659656	466	MMStack_Pos0.ome.tif:0061-0210-0188:59	738	366.283	270317	324	270317	91.347	seedling2	pNRT2.1:luc	46914.260131173854	28.545937499999997	1643.4653838632505
Pos0	59	302.713739659656	467	MMStack_Pos0.ome.tif:0061-0389-0194:59	1128	341.614	385341	315	385341	139.719	seedling3	pNRT2.1:luc	43879.90166390798	43.662187499999995	1004.9863320271799
Pos0	59	302.713739659656	468	MMStack_Pos0.ome.tif:0061-0387-0232:59	1130	410.128	463445	347	463445	140.119	seedling4	pNRT2.1:luc	121378.4741845887	43.787187499999995	2772.0089166400267
Pos0	59	302.713739659656	469	MMStack_Pos0.ome.tif:0061-0362-0335:59	780	321.972	251138	307	251138	96.425	seedling5	pNRT2.1:luc	15021.283065468306	30.132812499999996	498.50252330307063
Pos0	60	303.3355947967066	473	MMStack_Pos0.ome.tif:0061-0223-0091:60	883	409.358	361463	316	361463	109.848	seedling1	pNRT2.1:luc	93617.66979450808	34.3275	2727.1916042388198
Pos0	60	303.3355947967066	474	MMStack_Pos0.ome.tif:0061-0210-0188:60	738	356.57	263149	324	263149	91.347	seedling2	pNRT2.1:luc	39287.33104003055	28.545937499999997	1376.2844902196873
Pos0	60	303.3355947967066	475	MMStack_Pos0.ome.tif:0061-0389-0194:60	1128	346.513	390867	317	390867	139.719	seedling3	pNRT2.1:luc	48704.449069314986	43.662187499999995	1115.4834848646783
Pos0	60	303.3355947967066	476	MMStack_Pos0.ome.tif:0061-0387-0232:60	1130	399.693	451653	343	451653	140.119	seedling4	pNRT2.1:luc	108883.7778797216	43.787187499999995	2486.658406176958
Pos0	60	303.3355947967066	477	MMStack_Pos0.ome.tif:0061-0362-0335:60	780	326.178	254419	308	254419	96.425	seedling5	pNRT2.1:luc	17817.236058568873	30.132812499999996	591.2901777279793
Pos0	61	303.1210726618265	481	MMStack_Pos0.ome.tif:0061-0223-0091:61	883	389.045	343527	315	343527	109.848	seedling1	pNRT2.1:luc	75871.09283960721	34.3275	2210.2131771788568
Pos0	61	303.1210726618265	482	MMStack_Pos0.ome.tif:0061-0210-0188:61	738	346.897	256010	320	256010	91.347	seedling2	pNRT2.1:luc	32306.648375572055	28.545937499999997	1131.7424195849956
Pos0	61	303.1210726618265	483	MMStack_Pos0.ome.tif:0061-0389-0194:61	1128	346.841	391237	317	391237	139.719	seedling3	pNRT2.1:luc	49316.43003745971	43.662187499999995	1129.4997539337605
Pos0	61	303.1210726618265	484	MMStack_Pos0.ome.tif:0061-0387-0232:61	1130	396.583	448139	344	448139	140.119	seedling4	pNRT2.1:luc	105612.1878921361	43.787187499999995	2411.9427147983897
Pos0	61	303.1210726618265	485	MMStack_Pos0.ome.tif:0061-0362-0335:61	780	331.426	258512	308	258512	96.425	seedling5	pNRT2.1:luc	22077.563323775365	30.132812499999996	732.6751634543031
Pos1	1	301.6895435882333	1	MMStack_Pos1.ome.tif:0061-0222-0221:1	953	301.846	287659	302	287659	118.15	seedling1	p35S:luc	148.864960413659	36.921875	4.031890590975106
Pos1	1	301.6895435882333	2	MMStack_Pos1.ome.tif:0061-0373-0096:1	792	301.535	238816	301	238816	98.103	seedling2	p35S:luc	-122.11852188076591	30.657187499999996	-3.9833569821356223
Pos1	1	301.6895435882333	3	MMStack_Pos1.ome.tif:0061-0381-0195:1	968	301.469	291822	301	291822	119.832	seedling3	p35S:luc	-213.47819340979913	37.4475	-5.700732850251663
Pos1	1	301.6895435882333	4	MMStack_Pos1.ome.tif:0061-0367-0267:1	1040	301.485	313544	301	313544	129.068	seedling4	p35S:luc	-213.12533176259603	40.33375	-5.284044547372759
Pos1	1	301.6895435882333	5	MMStack_Pos1.ome.tif:0061-0368-0372:1	860	301.702	259464	302	259464	106.495	seedling5	p35S:luc	10.992514119367115	33.2796875	0.3303070114275296
Pos1	2	301.5378407019851	9	MMStack_Pos1.ome.tif:0061-0222-0221:2	953	301.821	287635	302	287635	118.15	seedling1	p35S:luc	269.4378110081889	36.921875	7.297511597344092
Pos1	2	301.5378407019851	10	MMStack_Pos1.ome.tif:0061-0373-0096:2	792	301.655	238911	302	238911	98.103	seedling2	p35S:luc	93.03016402781941	30.657187499999996	3.0345302884623524
Pos1	2	301.5378407019851	11	MMStack_Pos1.ome.tif:0061-0381-0195:2	968	301.276	291635	301	291635	119.832	seedling3	p35S:luc	-253.6297995215864	37.4475	-6.772943441393589
Pos1	2	301.5378407019851	12	MMStack_Pos1.ome.tif:0061-0367-0267:2	1040	301.312	313365	301	313365	129.068	seedling4	p35S:luc	-234.35433006449603	40.33375	-5.810377910918177
Pos1	2	301.5378407019851	13	MMStack_Pos1.ome.tif:0061-0368-0372:2	860	301.638	259409	302	259409	106.495	seedling5	p35S:luc	86.45699629283627	33.2796875	2.597890869403033
Pos1	3	301.72603644603817	17	MMStack_Pos1.ome.tif:0061-0222-0221:3	953	301.891	287702	302	287702	118.15	seedling1	p35S:luc	157.08726692560595	36.921875	4.254585308183995
Pos1	3	301.72603644603817	18	MMStack_Pos1.ome.tif:0061-0373-0096:3	792	301.503	238790	302	238790	98.103	seedling2	p35S:luc	-177.0208652622241	30.657187499999996	-5.774204344812261
Pos1	3	301.72603644603817	19	MMStack_Pos1.ome.tif:0061-0381-0195:3	968	301.374	291730	301	291730	119.832	seedling3	p35S:luc	-340.8032797649503	37.4475	-9.100828620467329
Pos1	3	301.72603644603817	20	MMStack_Pos1.ome.tif:0061-0367-0267:3	1040	301.462	313521	301	313521	129.068	seedling4	p35S:luc	-274.07790387969	40.33375	-6.795249732040536
Pos1	3	301.72603644603817	21	MMStack_Pos1.ome.tif:0061-0368-0372:3	860	301.771	259523	302	259523	106.495	seedling5	p35S:luc	38.60865640718839	33.2796875	1.160126771238113
Pos1	4	302.0378578278266	25	MMStack_Pos1.ome.tif:0061-0222-0221:4	953	302.624	288401	303	288401	118.15	seedling1	p35S:luc	558.9214900812367	36.921875	15.137949794836711
Pos1	4	302.0378578278266	26	MMStack_Pos1.ome.tif:0061-0373-0096:4	792	302.054	239227	302	239227	98.103	seedling2	p35S:luc	13.01660036132671	30.657187499999996	0.42458560040208226
Pos1	4	302.0378578278266	27	MMStack_Pos1.ome.tif:0061-0381-0195:4	968	301.989	292325	302	292325	119.832	seedling3	p35S:luc	-47.64637733617565	37.4475	-1.2723513541938887
Pos1	4	302.0378578278266	28	MMStack_Pos1.ome.tif:0061-0367-0267:4	1040	301.98	314059	302	314059	129.068	seedling4	p35S:luc	-60.372140939638484	40.33375	-1.4968144776927135
Pos1	4	302.0378578278266	29	MMStack_Pos1.ome.tif:0061-0368-0372:4	860	302.559	260201	302	260201	106.495	seedling5	p35S:luc	448.442268069135	33.2796875	13.474954296645214
Pos1	5	302.3851413704503	33	MMStack_Pos1.ome.tif:0061-0222-0221:5	953	304.037	289747	303	289747	118.15	seedling1	p35S:luc	1573.960273960838	36.921875	42.62947843144039
Pos1	5	302.3851413704503	34	MMStack_Pos1.ome.tif:0061-0373-0096:5	792	302.562	239629	303	239629	98.103	seedling2	p35S:luc	139.96803460337105	30.657187499999996	4.565586279020901
Pos1	5	302.3851413704503	35	MMStack_Pos1.ome.tif:0061-0381-0195:5	968	302.257	292585	302	292585	119.832	seedling3	p35S:luc	-123.81684659590246	37.4475	-3.3064115520636217
Pos1	5	302.3851413704503	36	MMStack_Pos1.ome.tif:0061-0367-0267:5	1040	302.583	314686	302	314686	129.068	seedling4	p35S:luc	205.45297473168466	40.33375	5.093822784434491
Pos1	5	302.3851413704503	37	MMStack_Pos1.ome.tif:0061-0368-0372:5	860	305.535	262760	303	262760	106.495	seedling5	p35S:luc	2708.778421412746	33.2796875	81.39434666905288
Pos1	6	301.542939197599	41	MMStack_Pos1.ome.tif:0061-0222-0221:6	953	308.26	293772	302	293772	118.15	seedling1	p35S:luc	6401.578944688139	36.921875	173.38174035549764
Pos1	6	301.542939197599	42	MMStack_Pos1.ome.tif:0061-0373-0096:6	792	303.139	240086	302	240086	98.103	seedling2	p35S:luc	1263.9921555015608	30.657187499999996	41.229879795775815
Pos1	6	301.542939197599	43	MMStack_Pos1.ome.tif:0061-0381-0195:6	968	302.021	292356	301	292356	119.832	seedling3	p35S:luc	462.43485672416864	37.4475	12.34888461777605
Pos1	6	301.542939197599	44	MMStack_Pos1.ome.tif:0061-0367-0267:6	1040	302.192	314280	302	314280	129.068	seedling4	p35S:luc	675.343234497006	40.33375	16.74387416238277
Pos1	6	301.542939197599	45	MMStack_Pos1.ome.tif:0061-0368-0372:6	860	311.47	267864	302	267864	106.495	seedling5	p35S:luc	8537.072290064825	33.2796875	256.5250136457809
Pos1	7	301.9597021375657	49	MMStack_Pos1.ome.tif:0061-0222-0221:7	953	313.432	298701	303	298701	118.15	seedling1	p35S:luc	10933.403862899868	36.921875	296.1226606963993
Pos1	7	301.9597021375657	50	MMStack_Pos1.ome.tif:0061-0373-0096:7	792	307.711	243707	302	243707	98.103	seedling2	p35S:luc	4554.915907047951	30.657187499999996	148.57579179590272
Pos1	7	301.9597021375657	51	MMStack_Pos1.ome.tif:0061-0381-0195:7	968	306.06	296266	302	296266	119.832	seedling3	p35S:luc	3969.0083308363683	37.4475	105.98860620432255
Pos1	7	301.9597021375657	52	MMStack_Pos1.ome.tif:0061-0367-0267:7	1040	305.282	317493	302	317493	129.068	seedling4	p35S:luc	3454.9097769316286	40.33375	85.65803519215616
Pos1	7	301.9597021375657	53	MMStack_Pos1.ome.tif:0061-0368-0372:7	860	314.273	270275	302	270275	106.495	seedling5	p35S:luc	10589.656161693478	33.2796875	318.2017908579664
Pos1	8	302.33988829186677	57	MMStack_Pos1.ome.tif:0061-0222-0221:8	953	319.548	304529	303	304529	118.15	seedling1	p35S:luc	16399.086457850994	36.921875	444.1563831157273
Pos1	8	302.33988829186677	58	MMStack_Pos1.ome.tif:0061-0373-0096:8	792	310.492	245910	303	245910	98.103	seedling2	p35S:luc	6456.808472841512	30.657187499999996	210.6132036032827
Pos1	8	302.33988829186677	59	MMStack_Pos1.ome.tif:0061-0381-0195:8	968	310.498	300562	302	300562	119.832	seedling3	p35S:luc	7896.988133472973	37.4475	210.88158444416777
Pos1	8	302.33988829186677	60	MMStack_Pos1.ome.tif:0061-0367-0267:8	1040	311.282	323733	302	323733	129.068	seedling4	p35S:luc	9299.516176458565	40.33375	230.5641349108021
Pos1	8	302.33988829186677	61	MMStack_Pos1.ome.tif:0061-0368-0372:8	860	315.681	271486	303	271486	106.495	seedling5	p35S:luc	11473.696068994584	33.2796875	344.7657394317355
Pos1	9	302.7332350193162	65	MMStack_Pos1.ome.tif:0061-0222-0221:9	953	318.171	303217	304	303217	118.15	seedling1	p35S:luc	14712.22702659166	36.921875	398.4691196368456
Pos1	9	302.7332350193162	66	MMStack_Pos1.ome.tif:0061-0373-0096:9	792	311.523	246726	303	246726	98.103	seedling2	p35S:luc	6961.277864701551	30.657187499999996	227.06837881660059
Pos1	9	302.7332350193162	67	MMStack_Pos1.ome.tif:0061-0381-0195:9	968	315.763	305659	303	305659	119.832	seedling3	p35S:luc	12613.228501301899	37.4475	336.8243140744215
Pos1	9	302.7332350193162	68	MMStack_Pos1.ome.tif:0061-0367-0267:9	1040	314.988	327587	303	327587	129.068	seedling4	p35S:luc	12744.435579911107	40.33375	315.97447745154136
Pos1	9	302.7332350193162	69	MMStack_Pos1.ome.tif:0061-0368-0372:9	860	313.495	269606	303	269606	106.495	seedling5	p35S:luc	9255.417883388058	33.2796875	278.1101199759781
Pos1	10	302.50711726823323	73	MMStack_Pos1.ome.tif:0061-0222-0221:10	953	319.534	304516	304	304516	118.15	seedling1	p35S:luc	16226.717243373743	36.921875	439.4878982547269
Pos1	10	302.50711726823323	74	MMStack_Pos1.ome.tif:0061-0373-0096:10	792	312.876	247798	302	247798	98.103	seedling2	p35S:luc	8212.363123559277	30.657187499999996	267.8772514132054
Pos1	10	302.50711726823323	75	MMStack_Pos1.ome.tif:0061-0381-0195:10	968	317.338	307183	303	307183	119.832	seedling3	p35S:luc	14356.11048435024	37.4475	383.36632577208735
Pos1	10	302.50711726823323	76	MMStack_Pos1.ome.tif:0061-0367-0267:10	1040	317.356	330050	303	330050	129.068	seedling4	p35S:luc	15442.598041037447	40.33375	382.87037632348705
Pos1	10	302.50711726823323	77	MMStack_Pos1.ome.tif:0061-0368-0372:10	860	312.451	268708	303	268708	106.495	seedling5	p35S:luc	8551.87914931943	33.2796875	256.9699354694791
Pos1	11	303.1137508258386	81	MMStack_Pos1.ome.tif:0061-0222-0221:11	953	316.604	301724	305	301724	118.15	seedling1	p35S:luc	12856.59546297579	36.921875	348.21079544242514
Pos1	11	303.1137508258386	82	MMStack_Pos1.ome.tif:0061-0373-0096:11	792	310.093	245594	303	245594	98.103	seedling2	p35S:luc	5527.909345935797	30.657187499999996	180.3136489913107
Pos1	11	303.1137508258386	83	MMStack_Pos1.ome.tif:0061-0381-0195:11	968	313.615	303579	303	303579	119.832	seedling3	p35S:luc	10164.889200588223	37.4475	271.44373324222505
Pos1	11	303.1137508258386	84	MMStack_Pos1.ome.tif:0061-0367-0267:11	1040	316.375	329030	303	329030	129.068	seedling4	p35S:luc	13791.699141127814	40.33375	341.9394214802198
Pos1	11	303.1137508258386	85	MMStack_Pos1.ome.tif:0061-0368-0372:11	860	310.807	267294	303	267294	106.495	seedling5	p35S:luc	6616.174289778777	33.2796875	198.80518078118303
Pos1	12	303.0418049117633	89	MMStack_Pos1.ome.tif:0061-0222-0221:12	953	314.149	299384	304	299384	118.15	seedling1	p35S:luc	10585.15991908958	36.921875	286.69074685642533
Pos1	12	303.0418049117633	90	MMStack_Pos1.ome.tif:0061-0373-0096:12	792	310.1	245599	304	245599	98.103	seedling2	p35S:luc	5589.890509883495	30.657187499999996	182.33539883211714
Pos1	12	303.0418049117633	91	MMStack_Pos1.ome.tif:0061-0381-0195:12	968	313.621	303585	303	303585	119.832	seedling3	p35S:luc	10240.532845413138	37.4475	273.4637250928136
Pos1	12	303.0418049117633	92	MMStack_Pos1.ome.tif:0061-0367-0267:12	1040	314.893	327489	303	327489	129.068	seedling4	p35S:luc	12325.522891766217	40.33375	305.5883197512311
Pos1	12	303.0418049117633	93	MMStack_Pos1.ome.tif:0061-0368-0372:12	860	309.58	266239	303	266239	106.495	seedling5	p35S:luc	5623.047775883577	33.2796875	168.96335868188595
Pos1	13	302.6312805899668	97	MMStack_Pos1.ome.tif:0061-0222-0221:13	953	313.083	298368	304	298368	118.15	seedling1	p35S:luc	9960.38959776162	36.921875	269.76933315985764
Pos1	13	302.6312805899668	98	MMStack_Pos1.ome.tif:0061-0373-0096:13	792	309.354	245008	303	245008	98.103	seedling2	p35S:luc	5324.025772746274	30.657187499999996	173.66321593415165
Pos1	13	302.6312805899668	99	MMStack_Pos1.ome.tif:0061-0381-0195:13	968	312.47	302471	303	302471	119.832	seedling3	p35S:luc	9523.920388912142	37.4475	254.3272685469562
Pos1	13	302.6312805899668	100	MMStack_Pos1.ome.tif:0061-0367-0267:13	1040	315.229	327838	303	327838	129.068	seedling4	p35S:luc	13101.468186434533	40.33375	324.82643410133034
Pos1	13	302.6312805899668	101	MMStack_Pos1.ome.tif:0061-0368-0372:13	860	309.62	266273	303	266273	106.495	seedling5	p35S:luc	6010.098692628526	33.2796875	180.59360360966508
Pos1	14	302.51035910012826	105	MMStack_Pos1.ome.tif:0061-0222-0221:14	953	312.533	297844	304	297844	118.15	seedling1	p35S:luc	9551.627777577785	36.921875	258.69834014599166
Pos1	14	302.51035910012826	106	MMStack_Pos1.ome.tif:0061-0373-0096:14	792	309.477	245106	303	245106	98.103	seedling2	p35S:luc	5517.795592698414	30.657187499999996	179.9837507174595
Pos1	14	302.51035910012826	107	MMStack_Pos1.ome.tif:0061-0381-0195:14	968	313.37	303342	303	303342	119.832	seedling3	p35S:luc	10511.972391075862	37.4475	280.71226092732127
Pos1	14	302.51035910012826	108	MMStack_Pos1.ome.tif:0061-0367-0267:14	1040	316.458	329116	303	329116	129.068	seedling4	p35S:luc	14505.226535866619	40.33375	359.63000057933164
Pos1	14	302.51035910012826	109	MMStack_Pos1.ome.tif:0061-0368-0372:14	860	310.99	267451	303	267451	106.495	seedling5	p35S:luc	7292.0911738896975	33.2796875	219.1153740217572
Pos1	15	302.9771015812321	113	MMStack_Pos1.ome.tif:0061-0222-0221:15	953	311.88	297222	304	297222	118.15	seedling1	p35S:luc	8484.822193085798	36.921875	229.8047483527258
Pos1	15	302.9771015812321	114	MMStack_Pos1.ome.tif:0061-0373-0096:15	792	308.622	244429	303	244429	98.103	seedling2	p35S:luc	4471.135547664191	30.657187499999996	145.84297883373
Pos1	15	302.9771015812321	115	MMStack_Pos1.ome.tif:0061-0381-0195:15	968	312.208	302217	303	302217	119.832	seedling3	p35S:luc	8935.165669367358	37.4475	238.60513170084405
Pos1	15	302.9771015812321	116	MMStack_Pos1.ome.tif:0061-0367-0267:15	1040	316.248	328898	303	328898	129.068	seedling4	p35S:luc	13801.81435551861	40.33375	342.1902093288774
Pos1	15	302.9771015812321	117	MMStack_Pos1.ome.tif:0061-0368-0372:15	860	311.303	267721	303	267721	106.495	seedling5	p35S:luc	7160.692640140391	33.2796875	215.16706369734965
Pos1	16	301.633256518765	121	MMStack_Pos1.ome.tif:0061-0222-0221:16	953	309.914	295348	303	295348	118.15	seedling1	p35S:luc	7891.506537616951	36.921875	213.7352595884405
Pos1	16	301.633256518765	122	MMStack_Pos1.ome.tif:0061-0373-0096:16	792	306.787	242975	302	242975	98.103	seedling2	p35S:luc	4081.460837138118	30.657187499999996	133.13226587201186
Pos1	16	301.633256518765	123	MMStack_Pos1.ome.tif:0061-0381-0195:16	968	310.786	300841	302	300841	119.832	seedling3	p35S:luc	8860.007689835504	37.4475	236.5981090816611
Pos1	16	301.633256518765	124	MMStack_Pos1.ome.tif:0061-0367-0267:16	1040	314.524	327105	302	327105	129.068	seedling4	p35S:luc	13406.413220484392	40.33375	332.3869766754738
Pos1	16	301.633256518765	125	MMStack_Pos1.ome.tif:0061-0368-0372:16	860	309.848	266469	302	266469	106.495	seedling5	p35S:luc	7064.399393862113	33.2796875	212.27360965640418
Pos1	17	302.392384978848	129	MMStack_Pos1.ome.tif:0061-0222-0221:17	953	311.386	296751	304	296751	118.15	seedling1	p35S:luc	8571.057115157892	36.921875	232.14035352099242
Pos1	17	302.392384978848	130	MMStack_Pos1.ome.tif:0061-0373-0096:17	792	309.891	245434	303	245434	98.103	seedling2	p35S:luc	5939.231096752395	30.657187499999996	193.7304619594474
Pos1	17	302.392384978848	131	MMStack_Pos1.ome.tif:0061-0381-0195:17	968	311.315	301353	303	301353	119.832	seedling3	p35S:luc	8637.17134047515	37.4475	230.6474755451005
Pos1	17	302.392384978848	132	MMStack_Pos1.ome.tif:0061-0367-0267:17	1040	313.762	326312	303	326312	129.068	seedling4	p35S:luc	11823.919621998095	40.33375	293.1520035205775
Pos1	17	302.392384978848	133	MMStack_Pos1.ome.tif:0061-0368-0372:17	860	311.399	267803	303	267803	106.495	seedling5	p35S:luc	7745.548918190732	33.2796875	232.74103514916516
Pos1	18	302.9368191522825	137	MMStack_Pos1.ome.tif:0061-0222-0221:18	953	312.574	297883	304	297883	118.15	seedling1	p35S:luc	9184.211347874778	36.921875	248.74715457637993
Pos1	18	302.9368191522825	138	MMStack_Pos1.ome.tif:0061-0373-0096:18	792	310.909	246240	304	246240	98.103	seedling2	p35S:luc	6314.039231392264	30.657187499999996	205.9562453793997
Pos1	18	302.9368191522825	139	MMStack_Pos1.ome.tif:0061-0381-0195:18	968	311.285	301324	303	301324	119.832	seedling3	p35S:luc	8081.159060590551	37.4475	215.79969452141134
Pos1	18	302.9368191522825	140	MMStack_Pos1.ome.tif:0061-0367-0267:18	1040	313.688	326235	303	326235	129.068	seedling4	p35S:luc	11180.708081626217	40.33375	277.2047747017378
Pos1	18	302.9368191522825	141	MMStack_Pos1.ome.tif:0061-0368-0372:18	860	312.342	268614	304	268614	106.495	seedling5	p35S:luc	8088.335529037053	33.2796875	243.04121031896867
