gene	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A3	A4	A5	A6	A7	A8	A9	effect.size	p.value	q.value	Mean	CV2	TechNoise	BioVar	NRT21	cluster_6_pearson	cluster_6_pearson_color
AT1G04110	-1.3223413188080735	0.6319501412446621	-0.6109774286455205	-1.1172370850262887	0.10500495749755852	-1.1354723395417319	-1.9942984423219212	0.6929612959930381	0.24687946638495545	0.9070931241986135	0.3960007906479562	-0.1377303972505626	1.4118696653546754	-0.8416323299479735	-0.561786773421236	-1.1356387033234618	-0.29875865495885456	0.5479473956544224	1.574525588535967	-0.4033444775965107	-0.12156489417647785	1.9713211269108788	1.0770667998828958	0.11816249271299625	0.029218174760288776	0.05270926778932239	0.7624361358928218	5.831456325686278	0.056085096483253716	0.02686692172296494	1.061786419725775	NA	2	#FFFFB3
AT1G04240	-1.8849944407689976	-0.8250013788623037	-0.1520702898588782	-0.09220644021815971	-0.2644104529149713	-0.28827348647862405	2.0575129726409758	-0.6065177258200801	0.9178466345705986	0.620310351477766	0.2849904678538317	0.6418150989496952	-0.00286912660005515	0.3593961027353701	-0.08845750017691924	1.7360201417555208	1.7057647337698274	-1.3150650620746278	-0.756901961605537	-0.67774124795773	-0.93248614223037	-1.027532265855577	1.113355102865891	-0.5224840851966426	0.014916115090692968	0.21918787260472306	0.9999999999999509	22.64724578206896	0.02759765183634961	0.01268153674565664	1.1218159380874995	NA	4	#FB8072
AT1G04360	0.9590972025956155	0.6805993914908376	-0.45320899651598573	-0.037400996568156035	1.524949534862979	-0.2527737906565429	1.4256055553708342	-0.7658923424368796	1.5565701105837206	0.36058159353026165	-0.8925772536421612	0.9246670549935786	0.38881454930537246	-1.3203279260985417	0.1998032203983647	0.12352960391921448	-0.7990927130343775	0.14744290883071323	-1.5738657413245418	-1.1517166583588796	-1.330769402055672	0.4700177757867878	1.2818296638412232	-1.4658823448177623	0.04091778349923195	0.008023273670594078	0.1626757684643389	5.9665506637388175	0.06735213853170713	0.026434355032475182	1.3493096270855838	NA	1	#8DD3C7
AT1G04800	0.11316458249721423	0.6356855796636984	-0.08180238013968255	-2.440682282928991	1.2164194997710593	-0.04192776543728818	-0.4975859933642386	-1.1117492596815997	0.23721311361447697	1.4054883396073024	0.08310392213706219	-0.14751874299704865	0.18610974173788664	-0.744297325910159	-0.3705837181011144	0.06823436739929484	0.7392015556541404	-0.5003330759916379	1.173371794838281	1.1595498968912834	-1.47150856437147	1.957900745552896	-0.5405748435218812	-1.0268791869194769	0.012633654623300667	0.29434571839049073	0.9999999999999509	110.87107075690024	0.02140076134450943	0.008767106721208761	1.2874894072696952	NA	2	#FFFFB3
AT1G04940	1.0310350066199927	-1.1500542742851503	-0.59240623579526	-1.3946445995156767	-0.39675201987394315	-1.682669737331202	2.0090759890176835	0.4414697040337246	0.10243752494275177	-0.5797281032668363	-0.7235886023323889	0.2471150656412713	-0.5518280465361065	0.20606164284265766	-0.17320580288621149	-0.729342754607605	-0.026661246331921237	-0.34415048898918543	-1.0746091205352397	1.002559107233845	0.5677795753560393	1.9215820837892166	0.1780611213529074	1.712464211456639	0.01837486216929791	0.13046478976703302	0.9999999999999509	15.840886592684875	0.033170064480859254	0.014795202311561343	1.1647523923815695	NA	3	#BEBADA
AT1G05260	0.6452769250491364	1.8554581077583074	1.828197656323851	0.7304359824721679	0.4545710078684815	-0.9545251176793218	-0.8147334952396389	-1.0545493674515778	0.4702261269434134	-0.6303838273424459	-0.17563117917255458	0.16749250532402973	0.6169869364015437	0.18014273978191261	0.5048345016056655	0.13464430430083293	-0.3407892874186154	0.34113096536923154	-2.9770117481129614	-0.6715228722893568	-0.9931975177569508	0.5797813470017574	-0.20722706191961274	0.31039236818269	0.014114085865439406	0.22364619129402785	0.9999999999999509	69.33704481589125	0.023483109776606576	0.00936902391116717	1.3256528144014996	NA	1	#8DD3C7
AT1G05560	0.3007126392529873	-0.14796816427276527	-1.5883195148375966	-0.13136187232931748	-0.8118755692943506	1.8597510770556136	-0.36523364565841754	-0.650455832842186	-0.6717158856949444	0.33107186625396995	0.3947243328086765	0.8723071209591181	-1.3984060906100588	-0.7370203390856679	-0.7855043341575249	0.9272411329498853	0.13743653901788155	-0.5190261875205223	0.8859060379219921	1.6344517381512107	1.766439073283077	-1.0875412601175223	-1.1444963780469242	0.9288835168133841	0.071801310282241	4.466838010586116e-11	2.784606815032173e-9	83.06070201388215	0.08090485821972276	0.009103547937481766	3.1517255135893256	NA	3	#BEBADA
AT1G05562	0.3645246598432045	-0.3081935638172803	-1.6485865140587814	0.165638973012803	-0.937350955447487	1.4318927795463214	-0.38208155897457535	-0.7189906383225807	-0.6740389314937015	0.5990926430510757	0.21165717934943115	1.4336140689376282	-1.3703437875676785	-0.4838901239676459	-0.8956477205531639	1.0231574069712044	0.12198780059193004	-0.1943416388552247	0.5042586376126755	1.3753594396454427	1.6598579292109616	-1.456852638263033	-1.0213326672715102	1.2006092208199912	0.06802619699021926	3.0830160646644345e-10	1.8072964699069722e-8	76.7116966279961	0.07724075561620797	0.009214558625988706	3.0673753096257284	NA	3	#BEBADA
AT1G05630	0.6032797806003148	0.6395356759919739	-0.8334732990786041	-2.0114768255443365	0.9509714886756252	-0.12319214633190045	-1.3522328988421102	0.46944839176597264	1.0475084460713058	1.1406377039584754	-0.9769542594796725	-0.5539549801840827	-0.5320094979273233	1.6133300987993517	1.1759322320689578	-0.819778063656951	-0.6816240295173931	1.1496960830484813	1.2769454659593418	0.14845462271402063	-0.30313684454938244	-0.2145512592218092	-0.3165752193482724	-1.4967806659719878	0.01885521626629115	0.09328400517180457	0.9999999999999509	29.074626856596904	0.030449274228143763	0.011594057961852615	1.393022238101565	NA	2	#FFFFB3
AT1G05680	0.06992354244005392	0.10173431980351631	-1.2399782439856408	0.4788992765231937	0.552110287012912	1.1327417204190955	-1.3134919700511176	-1.0265534724856233	-1.4923122295111395	0.4077352594814919	1.500504134262177	0.7523124285417297	-1.6907176486922413	-0.9797774878167145	0.16378634299400918	1.2759051756244995	-0.3758930045713213	2.078727761071949	-0.1591396403041461	0.1442062652986911	0.8178589890319409	-0.36398000544822334	-0.9216353952692653	0.08703359563017603	0.018277155295954584	0.12890299468501032	0.9999999999999509	17.017192224178213	0.03258620896994114	0.014309053673986556	1.1873332579782871	NA	3	#BEBADA
AT1G05760	0.31814416094925946	-1.4358762620772898	-1.420244118496939	1.0558165048390429	-0.3091669503975684	0.06955908013266965	2.5200226977287365	-0.12329944349011324	1.5660412953051386	1.7624307996323778	-0.4609737938676228	-0.5997464410848855	-0.33322051771368744	-0.08262945150880122	-0.5543078027545836	-0.44031075121305585	-0.4319613565298826	-0.07758722345658188	0.09663386650640027	-1.1296150362475943	0.5401871592537549	-1.26441294265581	-0.2850259185030078	1.0195424456500377	0.027750271572740657	0.06508438095869962	0.8934796653056651	5.808600306975371	0.05469236741491558	0.026942095842174923	1.0214774286778932	NA	3	#BEBADA
AT1G05835	-0.9106146430207507	-0.23662613302744598	-1.036387845862146	-3.197001726504681	1.1554172000576506	-1.1031822196294387	1.5714878662366807	0.24540260151166834	-0.5956848219334954	0.3487208212106045	-0.1333125924973988	-0.33902299585507384	0.13530166134573104	0.4049356503710484	-0.12296632370820909	-0.2747971522200186	0.943519312521134	0.5392845981370963	1.4078407853435928	0.8560166762092445	-0.6685763741321337	0.6139335621110822	0.36804789578585784	0.028264197549397622	0.02239256958858151	0.08579581885210452	0.9999999999999509	9.834543973211034	0.041483063739700635	0.019090494151119124	1.1196680016988878	NA	2	#FFFFB3
AT1G06090	-0.23243411211443368	-0.21815229594757626	1.3396789774747964	-1.14406592675078	-0.1722894671533679	-0.36367954580196965	-0.373621366413827	0.6424352470300478	1.092996379901616	-0.1601531645918473	-0.07200690378310276	-0.2736805602711952	0.8481026140512181	-0.26327664613764334	2.158620252275839	-0.15711106806496283	0.48460367799201504	1.6219642279881565	-0.7743287394582671	-1.6542882708161415	-1.8335247270515647	-0.6959971522706068	1.158185275729568	-0.9579767058159794	0.015512518300423425	0.1935850229260354	0.9999999999999509	24.612938152301663	0.027801181321225815	0.01228866302080239	1.1778182246702578	NA	2	#FFFFB3
AT1G06360	-0.1176202109796882	-0.6670541951249639	-0.15485362091400284	-3.9578012703710925	1.0909142366092837	-0.21654555472252512	0.39667196628562185	1.3502963929072187	0.04817352767421627	0.13823347777155315	-0.1341649420237307	-0.46602081440411314	0.8792118113694722	0.08018596524729255	-0.6512818590854742	0.10681229669176139	0.19490927963748364	1.0272727716872605	-0.07334781172766665	0.28316887549103203	0.34765258049182	0.8824451609909678	-0.12160754063735352	-0.26565052286436996	0.0369247969937863	5.016000815395438e-4	0.013760644601446893	31.935177771670887	0.0481756271366424	0.011250830142856102	2.0982719925691855	NA	2	#FFFFB3
AT1G06450	0.41874310682127563	0.042903458222724754	0.5099008993675377	0.2669905860959612	-1.0194584601994618	0.21664308999393259	1.7101061598993728	-0.8382046632025708	-0.7562610255046094	-0.3632092377718081	-0.029466938250878455	-0.7757860480949739	-0.868296805776776	-0.3325071664511899	-1.7046656680617243	1.4298124052443464	-0.3362226128572094	-0.7618278345899663	0.6716020746613386	0.21015551443946687	1.0241322183407389	-1.326620805723944	0.031119605458401096	2.5804181479400197	0.01744546914917181	0.1304486413989292	0.9999999999999509	26.24405679732074	0.029452807765025898	0.01200733861585409	1.2944887559220815	NA	6	#FDB462
AT1G06570	-0.633299668902594	0.521913371119726	-1.7851297871638505	-0.17418808462239213	-0.6405760705838712	1.281313230893961	0.021535581114584253	-0.3619472370644845	-0.04079228530121692	0.18523683575110542	1.5890430646299103	-0.6125365080293932	0.5654706782365506	-0.9663362501376918	0.78016307735008	1.9682135947672619	2.1810156985380593	-0.37531901694832975	-1.2690151643201943	-0.4426748964261041	-0.20056121712364255	-1.1476541747131535	-0.43840676026310615	-0.005468010801217903	0.02416651972576633	0.026819678714444795	0.4470348700377515	27.1039320884477	0.03603918287583809	0.011872663150071763	1.6019227196328913	NA	4	#FB8072
AT1G06830	0.4018750433259954	-0.4966893815956871	-0.7672942760036389	3.2304368955738103	0.4454439365894524	-0.6378918861747657	-0.2021875021526822	-0.14217135811503495	-0.6959248153215148	1.3825397350064235	1.6299435853431865	-0.7359743453957985	-0.08253704401424948	-0.21170647762308326	-9.700272465528138e-4	-0.980318568712288	-1.2209242374012885	-0.9692209761648235	-0.5555860538050188	0.5555006335387506	0.14524205528338827	-0.9334701503620809	0.4192469401303053	0.4226382752971899	0.03898214215412509	0.0011686326161751692	0.029359917471336167	14.734350140539231	0.05430551180350715	0.015323369649382058	1.8253650489435564	NA	5	#80B1D3
AT1G07000	-0.33791451912061193	1.8429163545414906	-0.8188372648638673	-0.3845857217467679	1.2248943157003214	-0.5146816103436833	-1.8834847893217073	0.4296593032420031	-0.587194011056431	0.06717100282520791	-0.6977671794958934	-0.673364306300077	-1.104797589785694	0.6205865225769804	2.308124629938937	-0.5296922366083674	-0.39223180260467777	1.7449874505990655	0.8029474661879338	-0.6002263958109443	0.31360874856933785	0.008213913402978787	-0.32773429521592473	-0.5105979853096013	0.033513031888352945	0.003452992462600335	0.0773312936630882	18.098163297530448	0.047431057476885516	0.01391802558853257	1.768877468760014	NA	2	#FFFFB3
AT1G07090	1.005066517399217	0.18057541807231078	-0.8863537613188592	2.890120177194283	-0.9839279444858496	0.4720654579508305	-0.872314422367678	-0.6193043836103982	-0.13658688246241654	-0.7887775610379929	-0.5625902684557083	0.4567473753691304	-0.7281754229793448	-0.4508608607085582	-0.9768890523222817	-0.9334331871992144	-0.9297985521970612	-0.02094320344836375	1.2429742446473357	0.8046451319576121	1.7340813033479527	0.06752108518311971	-0.5687151202873078	0.6048739117592415	0.0253014999992001	0.032365738112568265	0.5179448147956686	15.503123022556197	0.040249927587550534	0.014948427588350435	1.4289924511088559	NA	6	#FDB462
AT1G07135	-0.20271813968663285	-1.162268054710291	-1.2707451300555548	-0.5829761749194308	0.5318007011498832	-0.5771463463596279	0.04061670895213791	-0.2662074151368092	0.08035972450960058	1.1931880489041862	2.1419299371232885	-0.4276914818975993	0.5175940860368882	2.5405679576937583	0.715401963958373	0.1498726501549701	0.3918498255200266	-0.5287434193863143	-1.0344803580120594	-0.928552963655911	1.0531037295658763	-1.0343743658731102	-0.8499440863068022	-0.490437397568848	0.10232933090144791	1.241229341530925e-12	9.055553977710551e-11	14.416120730668874	0.11781960856994597	0.015490277668498064	2.927144754808863	NA	4	#FB8072
AT1G07570	-0.12494743590240136	0.1863689532498543	-2.867774703225925	-0.9573846952650262	-0.9275556213983986	-0.3321852299722233	1.8926247456985168	-0.4103611424569603	0.8055555610232579	1.3367901260222188	0.054455991774043366	0.2532661950000352	-0.11145063618626999	-0.3055872167197693	-0.7832666998105936	0.72679454284016	-0.5243439493066956	-0.15853283764354617	1.0709876191748329	0.028304770407537882	1.3642910065344085	-0.7812328092866726	-0.5105072661533998	1.0756907316030222	0.016607781812978693	0.1767798083070532	0.9999999999999509	16.28747168325696	0.031210148464970937	0.014602366651992243	1.095813009867038	NA	3	#BEBADA
AT1G07610	0.16173362540968242	0.4216680525557253	1.7874088718609284	1.4732091839850014	1.01495328838286	-0.46499460248686914	1.7788955546255902	-1.8018937165790552	0.748850739608964	-1.3366425298370912	-0.8459770831902593	0.09710923757318944	0.07658633323705678	0.4224616910306287	0.834257527662075	-1.123917129729908	-0.43705177416782065	-0.7864673717870169	-1.0384573795232468	-1.213197475945909	-0.7282415907800189	-0.1520025326166528	0.4417645550352009	0.6699445256769464	0.02256818201734003	0.024949092837160625	0.42551459949073506	89.72897219965967	0.031572051525954735	0.009003869508614702	1.8100309554859184	NA	1	#8DD3C7
