number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
8	line51_1mM_plate3_luc.tif:0194-0563	1681	1283.353	2157317	1123	2157317	209.104	seedling24	line51	1mM	plate3
9	line51_1mM_plate3_luc.tif:0188-0338	1408	1047.723	1475194	1048	1475194	174.379	background	line51	1mM	plate3
10	line51_1mM_plate3_luc.tif:0188-0444	1519	1048.033	1591962	1048	1591962	189.231	background	line51	1mM	plate3
11	line51_1mM_plate3_luc.tif:0200-0595	1674	1042.409	1744992	1042	1744992	207.783	background	line51	1mM	plate3
1	line51_1mM_plate4_luc.tif:0185-0214	1958	1600.823	3134412	1225	3134412	243.574	seedling25	line51	1mM	plate4
2	line51_1mM_plate4_luc.tif:0158-0252	1460	1153.21	1683686	1084	1683686	181.714	seedling26	line51	1mM	plate4
3	line51_1mM_plate4_luc.tif:0159-0306	1580	1299.387	2053032	1124	2053032	195.842	seedling27	line51	1mM	plate4
4	line51_1mM_plate4_luc.tif:0188-0367	1844	1429.789	2636531	1151	2636531	229.968	seedling28	line51	1mM	plate4
5	line51_1mM_plate4_luc.tif:0166-0414	1526	1249.073	1906086	1109	1906086	189.552	seedling29	line51	1mM	plate4
6	line51_1mM_plate4_luc.tif:0173-0468	1660	1379.173	2289428	1146	2289428	206.748	seedling30	line51	1mM	plate4
7	line51_1mM_plate4_luc.tif:0187-0516	1805	1394.012	2516192	1175	2516192	224.594	seedling31	line51	1mM	plate4
8	line51_1mM_plate4_luc.tif:0181-0571	1764	1426.709	2516714	1191	2516714	219.439	seedling32	line51	1mM	plate4
9	line51_1mM_plate4_luc.tif:0160-0277	1548	1045.998	1619205	1045	1619205	192.51	background	line51	1mM	plate4
10	line51_1mM_plate4_luc.tif:0168-0394	1470	1050.844	1544741	1051	1544741	181.869	background	line51	1mM	plate4
11	line51_1mM_plate4_luc.tif:0177-0601	1619	1042.481	1687776	1042	1687776	201.322	background	line51	1mM	plate4
