number	plate_info	area	mean	IntDen	median	RawIntDen	length	seedling	genotype	KNO3	plate
3	20230217_pNRT21_rep2_N6_1mM_luc.tif:0189-0178	1418	419.073	594245	351	594245	176.66	seedling43	pNRT2.1:LUC	1mM	plate6
4	20230217_pNRT21_rep2_N6_1mM_luc.tif:0183-0207	1428	397.336	567396	346	567396	177.684	seedling44	pNRT2.1:LUC	1mM	plate6
5	20230217_pNRT21_rep2_N6_1mM_luc.tif:0196-0260	1550	437.17	677613	371	677613	192.858	seedling45	pNRT2.1:LUC	1mM	plate6
6	20230217_pNRT21_rep2_N6_1mM_luc.tif:0191-0315	1550	441.395	684163	374	684163	192.377	seedling46	pNRT2.1:LUC	1mM	plate6
7	20230217_pNRT21_rep2_N6_1mM_luc.tif:0189-0355	1471	410.628	604034	352	604034	183.449	seedling47	pNRT2.1:LUC	1mM	plate6
8	20230217_pNRT21_rep2_N6_1mM_luc.tif:0183-0392	1440	408.414	588116	359	588116	179.106	seedling48	pNRT2.1:LUC	1mM	plate6
9	20230217_pNRT21_rep2_N6_1mM_luc.tif:0398-0449	1309	270.024	353462	270	353462	162.323	background	pNRT2.1:LUC	1mM	plate6
10	20230217_pNRT21_rep2_N6_1mM_luc.tif:0420-0293	1242	270.085	335446	270	335446	154.338	background	pNRT2.1:LUC	1mM	plate6
11	20230217_pNRT21_rep2_N6_1mM_luc.tif:0408-0179	1160	270.133	313354	270	313354	144.088	background	pNRT2.1:LUC	1mM	plate6
1	20230217_pNRT21_rep2_N7_1mM_luc.tif:0160-0099	1184	319.229	377967	290	377967	147.311	seedling49	pNRT2.1:LUC	1mM	plate7
2	20230217_pNRT21_rep2_N7_1mM_luc.tif:0160-0149	1239	324.582	402157	297	402157	154.301	seedling50	pNRT2.1:LUC	1mM	plate7
3	20230217_pNRT21_rep2_N7_1mM_luc.tif:0161-0189	1249	370.492	462745	324	462745	156.053	seedling51	pNRT2.1:LUC	1mM	plate7
4	20230217_pNRT21_rep2_N7_1mM_luc.tif:0173-0231	1480	433.819	642052	368	642052	183.656	seedling52	pNRT2.1:LUC	1mM	plate7
5	20230217_pNRT21_rep2_N7_1mM_luc.tif:0170-0260	1416	426.703	604212	364	604212	175.861	seedling53	pNRT2.1:LUC	1mM	plate7
6	20230217_pNRT21_rep2_N7_1mM_luc.tif:0177-0313	1577	442.933	698505	392	698505	196.429	seedling54	pNRT2.1:LUC	1mM	plate7
7	20230217_pNRT21_rep2_N7_1mM_luc.tif:0183-0351	1658	427.115	708157	374	708157	206.542	seedling55	pNRT2.1:LUC	1mM	plate7
8	20230217_pNRT21_rep2_N7_1mM_luc.tif:0180-0401	1451	387.522	562294	337	562294	180.667	seedling56	pNRT2.1:LUC	1mM	plate7
9	20230217_pNRT21_rep2_N7_1mM_luc.tif:0402-0430	1395	270.204	376935	270	376935	173.12	background	pNRT2.1:LUC	1mM	plate7
10	20230217_pNRT21_rep2_N7_1mM_luc.tif:0403-0265	1452	270.263	392422	270	392422	180.622	background	pNRT2.1:LUC	1mM	plate7
11	20230217_pNRT21_rep2_N7_1mM_luc.tif:0397-0166	1495	269.959	403588	270	403588	186.007	background	pNRT2.1:LUC	1mM	plate7
1	20230217_pNRT21_rep2_N8_1mM_luc.tif:0173-0098	1595	402.423	641864	334	641864	198.878	seedling57	pNRT2.1:LUC	1mM	plate8
2	20230217_pNRT21_rep2_N8_1mM_luc.tif:0160-0145	1324	362.063	479372	317	479372	164.704	seedling58	pNRT2.1:LUC	1mM	plate8
3	20230217_pNRT21_rep2_N8_1mM_luc.tif:0143-0193	1315	428.897	563999	362	563999	163.679	seedling59	pNRT2.1:LUC	1mM	plate8
4	20230217_pNRT21_rep2_N8_1mM_luc.tif:0154-0217	1427	424.313	605494	359	605494	177.839	seedling60	pNRT2.1:LUC	1mM	plate8
5	20230217_pNRT21_rep2_N8_1mM_luc.tif:0164-0260	1470	444.683	653684	371	653684	182.88	seedling61	pNRT2.1:LUC	1mM	plate8
6	20230217_pNRT21_rep2_N8_1mM_luc.tif:0167-0302	1546	440.799	681476	374	681476	193.081	seedling62	pNRT2.1:LUC	1mM	plate8
7	20230217_pNRT21_rep2_N8_1mM_luc.tif:0169-0351	1507	421.732	635550	364	635550	187.844	seedling63	pNRT2.1:LUC	1mM	plate8
8	20230217_pNRT21_rep2_N8_1mM_luc.tif:0167-0403	1520	435.271	661612	375	661612	189.533	seedling64	pNRT2.1:LUC	1mM	plate8
9	20230217_pNRT21_rep2_N8_1mM_luc.tif:0387-0465	1456	270.746	394206	271	394206	181.046	background	pNRT2.1:LUC	1mM	plate8
10	20230217_pNRT21_rep2_N8_1mM_luc.tif:0388-0347	1328	270.732	359532	271	359532	164.753	background	pNRT2.1:LUC	1mM	plate8
11	20230217_pNRT21_rep2_N8_1mM_luc.tif:0393-0192	1356	270.773	367168	271	367168	168.466	background	pNRT2.1:LUC	1mM	plate8
1	20230217_pNRT21_rep2_N13_10mM_luc.tif:0168-0111	1361	352.855	480235	305	480235	168.843	seedling97	pNRT2.1:LUC	10mM	plate13
2	20230217_pNRT21_rep2_N13_10mM_luc.tif:0171-0157	1426	332.115	473596	304	473596	177.063	seedling98	pNRT2.1:LUC	10mM	plate13
3	20230217_pNRT21_rep2_N13_10mM_luc.tif:0180-0204	1618	371.599	601247	322	601247	201.901	seedling99	pNRT2.1:LUC	10mM	plate13
4	20230217_pNRT21_rep2_N13_10mM_luc.tif:0161-0237	1236	335.826	415081	301	415081	153.848	seedling100	pNRT2.1:LUC	10mM	plate13
5	20230217_pNRT21_rep2_N13_10mM_luc.tif:0175-0282	1418	364.251	516508	318	516508	176.649	seedling101	pNRT2.1:LUC	10mM	plate13
6	20230217_pNRT21_rep2_N13_10mM_luc.tif:0175-0312	1601	360.425	577041	314	577041	199.22	seedling102	pNRT2.1:LUC	10mM	plate13
7	20230217_pNRT21_rep2_N13_10mM_luc.tif:0176-0357	1341	347.912	466550	310	466550	166.502	seedling103	pNRT2.1:LUC	10mM	plate13
8	20230217_pNRT21_rep2_N13_10mM_luc.tif:0179-0399	1565	365.284	571670	318	571670	194.687	seedling104	pNRT2.1:LUC	10mM	plate13
9	20230217_pNRT21_rep2_N13_10mM_luc.tif:0366-0440	1532	282.16	432269	282	432269	190.512	background	pNRT2.1:LUC	10mM	plate13
10	20230217_pNRT21_rep2_N13_10mM_luc.tif:0392-0298	1373	282.174	387425	282	387425	170.76	background	pNRT2.1:LUC	10mM	plate13
11	20230217_pNRT21_rep2_N13_10mM_luc.tif:0405-0087	1284	281.755	361773	282	361773	159.415	background	pNRT2.1:LUC	10mM	plate13
1	20230217_pNRT21_rep2_N14_10mM_luc.tif:0179-0090	1247	327.259	408092	296	408092	154.757	seedling105	pNRT2.1:LUC	10mM	plate14
2	20230217_pNRT21_rep2_N14_10mM_luc.tif:0182-0134	1359	346.921	471465	311	471465	169.46	seedling106	pNRT2.1:LUC	10mM	plate14
3	20230217_pNRT21_rep2_N14_10mM_luc.tif:0184-0176	1409	354.079	498897	316	498897	175.004	seedling107	pNRT2.1:LUC	10mM	plate14
4	20230217_pNRT21_rep2_N14_10mM_luc.tif:0186-0214	1483	378.804	561766	330	561766	184.838	seedling108	pNRT2.1:LUC	10mM	plate14
5	20230217_pNRT21_rep2_N14_10mM_luc.tif:0186-0253	1470	362.403	532732	318	532732	183.017	seedling109	pNRT2.1:LUC	10mM	plate14
6	20230217_pNRT21_rep2_N14_10mM_luc.tif:0190-0306	1484	333.622	495095	310	495095	185.021	seedling110	pNRT2.1:LUC	10mM	plate14
7	20230217_pNRT21_rep2_N14_10mM_luc.tif:0187-0350	1532	352.792	540478	321	540478	190.136	seedling111	pNRT2.1:LUC	10mM	plate14
8	20230217_pNRT21_rep2_N14_10mM_luc.tif:0189-0398	1501	351.793	528042	317	528042	186.976	seedling112	pNRT2.1:LUC	10mM	plate14
9	20230217_pNRT21_rep2_N14_10mM_luc.tif:0398-0439	1359	282.889	384446	283	384446	169.042	background	pNRT2.1:LUC	10mM	plate14
10	20230217_pNRT21_rep2_N14_10mM_luc.tif:0405-0265	1104	282.645	312040	283	312040	137.376	background	pNRT2.1:LUC	10mM	plate14
11	20230217_pNRT21_rep2_N14_10mM_luc.tif:0397-0156	1025	282.649	289715	283	289715	127.615	background	pNRT2.1:LUC	10mM	plate14
1	20230217_pNRT21_rep2_N15_10mM_luc.tif:0190-0090	1426	340.215	485147	302	485147	178.084	seedling113	pNRT2.1:LUC	10mM	plate15
2	20230217_pNRT21_rep2_N15_10mM_luc.tif:0191-0134	1513	341.818	517171	307	517171	188.927	seedling114	pNRT2.1:LUC	10mM	plate15
3	20230217_pNRT21_rep2_N15_10mM_luc.tif:0201-0170	1576	354.923	559358	309	559358	196.22	seedling115	pNRT2.1:LUC	10mM	plate15
4	20230217_pNRT21_rep2_N15_10mM_luc.tif:0190-0218	1377	358.757	494008	318	494008	171.505	seedling116	pNRT2.1:LUC	10mM	plate15
5	20230217_pNRT21_rep2_N15_10mM_luc.tif:0187-0269	1435	352.272	505511	311	505511	178.627	seedling117	pNRT2.1:LUC	10mM	plate15
6	20230217_pNRT21_rep2_N15_10mM_luc.tif:0195-0302	1467	376.273	551992	324	551992	182.823	seedling118	pNRT2.1:LUC	10mM	plate15
7	20230217_pNRT21_rep2_N15_10mM_luc.tif:0183-0345	1358	327.36	444555	303	444555	168.918	seedling119	pNRT2.1:LUC	10mM	plate15
8	20230217_pNRT21_rep2_N15_10mM_luc.tif:0195-0401	1509	371.954	561278	325	561278	187.699	seedling120	pNRT2.1:LUC	10mM	plate15
9	20230217_pNRT21_rep2_N15_10mM_luc.tif:0414-0446	1059	283.009	299707	283	299707	131.14	background	pNRT2.1:LUC	10mM	plate15
10	20230217_pNRT21_rep2_N15_10mM_luc.tif:0415-0283	1255	282.979	355139	283	355139	155.713	background	pNRT2.1:LUC	10mM	plate15
11	20230217_pNRT21_rep2_N15_10mM_luc.tif:0411-0083	1137	282.646	321369	283	321369	141.136	background	pNRT2.1:LUC	10mM	plate15
1	20230217_pNRT21_rep2_N16_10mM_luc.tif:0191-0107	1378	328.97	453320	301	453320	171.083	seedling121	pNRT2.1:LUC	10mM	plate16
2	20230217_pNRT21_rep2_N16_10mM_luc.tif:0165-0144	1025	336.297	344704	297	344704	126.747	seedling122	pNRT2.1:LUC	10mM	plate16
3	20230217_pNRT21_rep2_N16_10mM_luc.tif:0189-0184	1529	363.275	555448	313	555448	190.48	seedling123	pNRT2.1:LUC	10mM	plate16
4	20230217_pNRT21_rep2_N16_10mM_luc.tif:0170-0239	1207	319.875	386089	300	386089	150.267	seedling124	pNRT2.1:LUC	10mM	plate16
5	20230217_pNRT21_rep2_N16_10mM_luc.tif:0183-0269	1356	340.42	461610	306	461610	169.355	seedling125	pNRT2.1:LUC	10mM	plate16
6	20230217_pNRT21_rep2_N16_10mM_luc.tif:0198-0318	1554	362.228	562902	317	562902	193.917	seedling126	pNRT2.1:LUC	10mM	plate16
7	20230217_pNRT21_rep2_N16_10mM_luc.tif:0201-0370	1590	373.482	593836	324	593836	198.082	seedling127	pNRT2.1:LUC	10mM	plate16
8	20230217_pNRT21_rep2_N16_10mM_luc.tif:0186-0413	1443	327.649	472797	304	472797	179.686	seedling128	pNRT2.1:LUC	10mM	plate16
9	20230217_pNRT21_rep2_N16_10mM_luc.tif:0407-0468	1090	283.572	309094	284	309094	134.96	background	pNRT2.1:LUC	10mM	plate16
10	20230217_pNRT21_rep2_N16_10mM_luc.tif:0414-0215	1103	283.062	312217	283	312217	137.298	background	pNRT2.1:LUC	10mM	plate16
11	20230217_pNRT21_rep2_N16_10mM_luc.tif:0445-0163	1313	283.295	371966	283	371966	163.67	background	pNRT2.1:LUC	10mM	plate16
